"city","sex","edu","married","worktime","ind","size","occ","status","age","fulltime","union","train","paytype","income","regular"
1,1,3,2,6,"Q",3,9,2,79,2,1,1,1,27,2
1,1,3,2,9,"O",1,9,2,78,2,1,1,4,27,2
1,1,5,2,9,"Q",2,9,2,79,2,1,1,1,27,2
1,1,5,2,40,"N",2,3,2,79,1,2,2,4,100,2
1,1,5,2,0,"O",4,9,2,79,2,2,1,4,50,2
1,1,5,2,30,"C",5,1,1,78,1,2,1,4,800,1
1,1,0,2,65,"L",1,9,1,78,1,1,2,4,140,2
1,1,1,2,28,"O",4,9,2,77,2,1,1,1,27,2
1,1,1,2,48,"L",1,9,2,77,1,1,1,4,80,1
1,1,1,2,6,"O",6,9,2,78,2,1,1,4,27,2
1,1,1,2,9,"Q",1,9,2,78,2,1,2,1,27,2
1,1,1,2,9,"Q",6,9,2,77,2,1,1,1,33,2
1,1,1,2,12,"Q",2,9,2,78,2,1,1,1,31,2
1,1,1,2,12,"Q",3,9,2,78,2,1,1,1,27,2
1,1,1,2,9,"O",3,9,2,78,2,1,1,1,27,2
1,1,1,2,16,"N",2,9,3,78,2,1,2,2,50,2
1,1,1,2,0,"P",4,4,2,78,2,1,2,1,27,2
1,1,1,3,9,"Q",3,9,2,78,2,1,1,1,27,2
1,1,1,4,12,"Q",5,9,2,78,2,1,1,2,45,2
1,1,1,2,8,"Q",2,9,2,78,2,1,1,1,27,2
1,1,1,2,30,"O",6,9,2,78,2,2,1,4,60,2
1,1,2,2,9,"Q",2,9,2,77,2,1,2,2,27,2
1,1,2,2,12,"S",3,9,2,77,2,1,1,1,29,2
1,1,2,2,30,"O",3,9,2,78,2,2,1,1,157,2
1,1,2,2,0,"S",2,9,2,77,2,1,1,1,27,2
1,1,3,2,9,"Q",1,4,2,78,2,1,1,4,27,2
1,1,3,2,12,"R",3,9,2,77,2,1,2,1,27,2
1,1,3,2,15,"O",5,9,2,78,2,1,1,4,70,2
1,1,3,2,16,"T",1,9,3,77,2,1,2,2,60,2
1,1,3,2,40,"L",1,9,1,77,1,1,1,1,185,1
1,1,3,2,9,"O",1,9,2,78,2,1,1,4,27,2
1,1,3,2,15,"Q",1,9,2,77,2,1,2,4,27,2
1,1,3,2,18,"P",4,9,1,77,1,1,2,4,100,2
1,1,3,2,0,"S",1,3,2,77,1,1,2,4,100,1
1,1,3,2,0,"Q",1,4,2,78,2,2,1,1,10,2
1,1,3,4,24,"P",4,9,2,77,1,1,2,4,80,2
1,1,5,2,31,"H",6,1,1,77,1,2,1,4,1000,1
1,1,5,2,24,"C",3,2,1,77,2,2,1,4,200,2
1,1,6,2,9,"S",3,1,1,77,2,1,2,4,100,2
1,1,0,2,12,"S",2,9,2,77,2,1,1,1,27,2
1,1,1,2,60,"N",2,9,2,76,1,1,2,4,160,2
1,1,1,2,9,"Q",2,4,2,77,2,1,1,1,33,2
1,1,1,2,9,"Q",2,9,2,77,2,1,1,1,27,2
1,1,1,2,9,"Q",3,9,2,76,2,1,1,1,30,2
1,1,1,2,10,"Q",2,9,2,77,2,1,1,1,32,2
1,1,1,2,15,"O",1,7,2,76,2,1,1,1,27,2
1,1,1,2,15,"Q",1,9,2,77,2,1,1,1,27,2
1,1,1,2,15,"Q",2,9,2,77,2,1,1,1,27,2
1,1,1,2,28,"H",2,9,2,77,1,1,2,6,60,2
1,1,1,4,12,"G",1,9,3,76,2,1,2,6,20,2
1,1,2,2,39,"P",5,9,1,77,1,4,2,4,150,2
1,1,2,2,48,"N",1,9,1,77,1,1,1,1,185,2
1,1,2,2,6,"Q",3,9,2,77,2,1,1,1,30,2
1,1,2,2,9,"O",2,9,2,76,2,1,1,1,33,2
1,1,2,2,9,"Q",3,9,2,77,2,1,1,1,27,2
1,1,2,2,12,"Q",3,9,2,77,2,1,1,1,27,2
1,1,2,2,15,"Q",3,9,2,76,2,1,1,4,30,2
1,1,2,2,20,"Q",2,9,2,77,2,1,2,1,27,2
1,1,2,3,40,"L",6,9,2,77,1,2,1,4,170,2
1,1,2,3,9,"O",1,9,2,77,2,1,1,1,27,2
1,1,2,4,72,"L",2,9,1,77,1,1,2,4,148,2
1,1,2,4,9,"O",3,9,2,77,2,1,1,1,27,2
1,1,3,2,64,"L",2,9,1,76,1,1,2,4,180,1
1,1,3,2,9,"O",1,4,2,77,2,1,1,1,31,2
1,1,3,2,9,"Q",3,9,2,76,2,1,2,1,29,2
1,1,3,2,12,"Q",2,9,2,76,2,1,2,6,45,2
1,1,3,2,14,"O",4,9,2,76,2,1,1,1,50,2
1,1,3,2,15,"O",3,9,2,77,2,1,2,4,27,2
1,1,3,2,18,"P",4,9,1,77,2,1,2,4,110,2
1,1,3,2,30,"P",4,9,2,76,2,2,2,4,90,2
1,1,3,2,8,"Q",3,9,2,77,2,1,1,1,36,2
1,1,3,2,9,"Q",3,9,2,77,2,1,1,1,27,2
1,1,3,2,12,"Q",3,9,2,77,2,1,2,1,27,2
1,1,3,2,28,"H",1,9,2,77,1,1,2,4,100,2
1,1,3,2,0,"P",4,9,2,76,2,1,2,4,30,2
1,1,4,2,48,"E",3,9,2,77,1,1,2,4,200,2
1,1,4,2,8,"Q",4,9,2,77,2,1,1,1,27,2
1,1,5,4,56,"N",2,9,2,76,1,1,1,4,180,2
1,1,5,2,30,"S",1,2,1,76,1,1,1,4,50,1
1,1,5,2,60,"P",4,2,2,77,1,4,1,4,230,2
1,1,1,2,15,"N",4,9,1,76,1,1,2,2,100,2
1,1,1,2,6,"O",3,9,2,75,2,2,1,4,27,2
1,1,1,2,9,"O",1,9,2,76,2,1,1,1,33,2
1,1,1,2,9,"Q",1,9,2,76,2,1,2,1,29,2
1,1,1,2,16,"L",4,9,2,76,2,1,1,1,51,2
1,1,1,2,18,"Q",3,9,2,75,2,1,1,1,27,2
1,1,1,2,30,"C",1,3,1,76,1,1,2,4,150,1
1,1,1,2,12,"Q",1,8,1,75,2,1,1,1,45,2
1,1,2,2,48,"G",1,5,2,76,1,1,2,4,300,1
1,1,2,2,56,"G",4,1,1,76,1,1,2,4,300,1
1,1,2,2,10,"Q",2,9,2,76,2,1,1,1,27,2
1,1,2,2,12,"O",2,9,2,76,2,1,1,2,27,2
1,1,2,2,20,"Q",1,9,2,76,2,1,1,1,27,2
1,1,2,2,20,"Q",3,9,2,75,2,1,1,1,44,2
1,1,2,4,72,"N",1,9,1,76,1,1,2,4,216,2
1,1,2,2,20,"Q",3,9,2,76,2,1,1,1,44,2
1,1,2,2,30,"L",1,9,1,75,2,1,2,4,130,2
1,1,3,2,52,"S",2,9,2,76,1,1,2,4,200,1
1,1,3,2,8,"Q",2,9,2,75,2,1,2,1,27,2
1,1,3,2,12,"G",1,9,3,76,2,1,2,6,15,2
1,1,3,2,12,"O",1,9,2,76,2,1,1,1,48,2
1,1,3,2,6,"Q",2,9,2,76,2,1,1,1,27,2
1,1,3,2,9,"Q",3,9,2,76,2,1,2,4,27,2
1,1,3,2,15,"Q",4,9,2,76,2,1,1,1,38,2
1,1,3,3,40,"L",2,3,1,76,1,1,1,4,240,1
1,1,3,3,8,"O",2,9,2,75,2,2,1,1,27,2
1,1,5,2,14,"O",4,9,2,75,2,2,1,1,49,2
1,1,5,2,15,"P",3,9,2,75,2,1,1,1,50,2
1,1,6,2,15,"C",2,2,1,76,1,1,2,4,420,1
1,1,6,2,40,"C",3,1,1,75,1,1,2,4,400,1
1,1,1,2,56,"P",5,9,2,74,1,1,2,4,60,2
1,1,1,2,60,"L",3,9,1,74,1,1,2,4,200,1
1,1,1,4,20,"I",1,9,2,75,2,1,2,1,80,2
1,1,2,2,36,"P",2,8,2,75,1,1,2,4,150,1
1,1,2,2,40,"N",1,9,2,74,1,1,2,4,180,2
1,1,2,2,60,"N",1,9,2,75,1,1,1,4,210,2
1,1,2,2,72,"C",4,9,1,75,1,2,2,4,160,2
1,1,2,2,9,"Q",4,9,2,75,2,1,1,1,33,2
1,1,2,2,20,"Q",2,9,2,75,2,1,2,1,27,2
1,1,2,3,40,"N",1,9,2,74,1,1,2,4,100,2
1,1,2,3,0,"Q",3,9,2,74,2,1,1,1,27,2
1,1,3,2,60,"H",5,8,1,75,1,3,1,4,100,1
1,1,3,2,20,"P",4,7,2,75,2,1,1,1,100,2
1,1,3,2,0,"O",6,9,2,74,2,1,1,4,20,2
1,1,3,2,37,"P",4,9,1,75,1,1,2,4,60,2
1,1,3,2,6,"Q",2,9,2,75,2,1,2,1,27,2
1,1,5,2,0,"N",2,9,2,75,1,1,2,4,100,2
1,1,5,2,40,"H",3,8,1,74,1,1,2,4,230,1
1,1,5,2,4,"F",2,2,2,74,2,1,2,6,100,2
1,1,5,2,36,"Q",4,9,1,75,1,1,1,4,180,2
1,1,5,2,28,"N",3,9,1,74,2,1,2,1,120,2
1,1,1,2,47,"C",4,9,1,74,1,1,1,4,120,1
1,1,1,2,48,"P",6,9,1,73,1,2,1,4,196,2
1,1,1,2,68,"N",3,9,2,74,1,1,2,4,200,2
1,1,1,2,72,"L",3,9,1,73,1,1,2,4,150,1
1,1,1,2,72,"N",4,9,1,74,1,1,2,4,153,2
1,1,1,2,9,"Q",1,9,2,74,2,1,2,1,29,2
1,1,1,2,12,"O",1,9,2,73,2,1,1,4,48,2
1,1,1,2,12,"O",3,9,2,74,2,2,1,4,27,2
1,1,1,2,20,"G",1,9,3,73,2,1,2,6,30,2
1,1,1,4,56,"N",2,7,3,73,1,1,2,2,170,2
1,1,1,2,40,"C",2,9,1,74,1,1,2,4,400,1
1,1,2,2,24,"P",4,9,1,74,1,4,1,4,90,2
1,1,2,2,40,"L",2,9,1,74,1,1,2,4,180,2
1,1,2,2,72,"N",3,9,1,73,1,1,1,4,160,2
1,1,2,2,40,"I",1,7,3,74,2,1,2,2,50,2
1,1,2,2,15,"G",1,9,3,74,2,1,2,6,5,2
1,1,3,2,36,"I",1,4,2,74,1,1,2,4,50,1
1,1,3,2,42,"N",3,9,2,74,1,1,1,4,180,2
1,1,3,2,52,"N",3,9,2,74,1,1,2,4,300,2
1,1,3,2,9,"Q",6,9,2,73,2,1,1,1,33,2
1,1,3,2,15,"O",3,9,2,74,2,1,2,1,27,2
1,1,3,2,0,"Q",3,4,2,74,2,1,2,1,27,2
1,1,3,2,37,"H",1,5,2,74,1,1,1,4,110,1
1,1,3,2,48,"N",2,9,1,73,1,1,1,4,165,2
1,1,3,3,15,"P",4,9,1,74,2,1,1,4,27,2
1,1,4,2,9,"O",5,9,2,73,2,1,1,1,31,2
1,1,4,2,40,"N",4,9,1,74,1,1,1,4,226,2
1,1,4,2,10,"L",1,9,2,74,2,1,2,4,50,2
1,1,5,1,18,"S",1,2,1,74,1,1,1,6,50,1
1,1,5,2,40,"C",4,3,1,73,1,1,1,4,500,1
1,1,5,2,8,"M",4,2,1,74,2,1,2,4,120,2
1,1,0,2,70,"A",4,2,2,73,1,1,1,4,300,2
1,1,0,2,36,"G",1,9,2,73,2,1,2,2,100,2
1,1,1,2,68,"N",4,9,1,72,1,1,1,4,220,2
1,1,1,2,20,"G",1,9,3,73,1,1,2,6,10,2
1,1,1,2,44,"C",2,8,1,72,1,1,2,4,190,1
1,1,1,2,48,"N",1,9,2,73,1,1,2,4,200,2
1,1,1,2,50,"U",6,9,2,72,1,1,1,4,200,2
1,1,1,2,60,"L",3,9,2,73,1,1,2,4,220,2
1,1,1,2,9,"O",6,9,2,73,2,1,1,4,270,2
1,1,1,2,9,"Q",1,9,2,72,2,1,2,4,27,2
1,1,1,2,9,"Q",3,3,2,73,2,1,1,1,27,2
1,1,1,2,28,"E",4,9,1,73,2,1,1,4,105,2
1,1,2,2,20,"C",1,8,1,73,1,1,2,4,80,1
1,1,2,2,36,"L",2,9,1,73,1,1,2,4,180,1
1,1,2,2,40,"E",3,9,2,72,1,1,2,4,180,2
1,1,2,2,40,"L",1,9,1,73,1,1,2,4,210,2
1,1,2,2,40,"N",3,9,1,73,1,1,1,4,210,2
1,1,2,2,40,"N",3,9,2,73,1,1,1,4,220,2
1,1,2,2,48,"N",2,9,2,73,1,1,1,4,185,2
1,1,2,2,50,"L",1,9,1,73,1,1,2,4,150,1
1,1,2,2,64,"L",3,9,1,72,1,1,2,4,248,2
1,1,2,2,9,"Q",3,9,2,73,2,2,2,3,32,2
1,1,2,2,9,"Q",3,9,2,73,2,1,1,4,30,2
1,1,2,2,10,"Q",2,9,2,72,2,1,2,1,27,2
1,1,2,2,16,"O",2,9,2,73,2,1,2,1,27,2
1,1,2,4,9,"S",2,9,2,73,2,2,1,1,27,2
1,1,2,4,15,"O",2,9,2,72,2,1,2,1,27,2
1,1,2,2,24,"F",3,7,3,73,2,1,2,2,50,2
1,1,2,3,10,"H",3,9,2,73,2,1,2,6,20,2
1,1,2,4,40,"G",1,9,3,73,1,1,2,6,100,1
1,1,3,2,32,"G",1,3,2,72,1,1,2,4,60,1
1,1,3,2,40,"O",6,9,2,73,1,2,1,4,190,2
1,1,3,2,42,"N",3,4,2,72,1,1,1,2,200,2
1,1,3,2,44,"N",2,9,1,72,1,1,2,5,266,1
1,1,3,2,70,"N",2,9,1,73,1,1,1,4,235,2
1,1,3,2,12,"S",1,9,2,72,2,1,2,1,27,2
1,1,3,2,20,"Q",3,9,2,72,2,1,1,1,44,2
1,1,3,4,24,"F",2,9,3,73,2,1,2,2,120,2
1,1,3,2,35,"F",4,8,2,72,2,1,2,1,200,2
1,1,3,2,36,"S",1,2,1,73,2,1,2,1,160,2
1,1,3,2,16,"O",2,9,2,72,2,1,1,4,90,2
1,1,3,2,32,"C",4,3,1,72,1,1,1,4,185,1
1,1,3,2,36,"P",4,9,1,73,1,2,1,1,150,1
1,1,3,2,40,"C",2,3,1,73,1,1,1,4,350,1
1,1,3,2,40,"L",2,9,1,73,1,1,2,4,200,2
1,1,3,2,48,"N",2,9,2,73,1,1,2,4,200,2
1,1,3,2,54,"N",3,9,2,72,1,1,2,4,140,2
1,1,3,2,18,"H",1,3,1,73,2,1,2,4,300,2
1,1,3,2,22,"F",3,2,1,72,2,1,2,4,120,2
1,1,3,2,0,"P",4,9,1,72,1,2,2,4,93,2
1,1,3,3,15,"O",6,4,2,72,1,1,1,2,70,1
1,1,5,2,50,"C",1,9,1,73,1,1,2,4,180,1
1,1,5,2,1,"O",4,3,2,73,2,2,1,2,7,2
1,1,5,2,40,"O",1,4,2,73,1,1,1,4,180,2
1,1,5,2,40,"K",1,5,2,73,1,1,1,6,200,2
1,1,5,2,9,"O",4,9,2,72,2,2,1,4,42,2
1,1,5,2,40,"M",4,2,1,73,1,1,2,4,340,1
1,1,5,2,12,"O",5,9,2,73,2,1,1,4,27,2
1,1,5,2,15,"O",3,9,2,72,2,2,2,4,34,2
1,1,6,2,2,"P",5,2,2,73,2,1,2,6,40,2
1,1,6,2,30,"G",2,3,1,72,1,1,2,4,300,1
1,1,0,2,15,"Q",2,9,2,72,2,1,1,4,27,2
1,1,1,2,16,"Q",1,9,2,72,2,1,2,1,29,2
1,1,1,2,40,"H",5,8,1,72,1,3,1,4,100,1
1,1,1,2,56,"N",1,9,2,71,1,1,1,4,150,2
1,1,1,2,6,"O",2,9,2,72,2,2,1,1,34,2
1,1,1,2,8,"N",2,9,3,72,2,1,2,2,30,2
1,1,1,2,32,"F",2,7,3,71,2,1,2,2,100,2
1,1,1,3,40,"C",3,9,2,72,1,1,2,4,180,1
1,1,2,2,40,"F",1,7,3,72,1,1,2,2,210,2
1,1,2,2,40,"L",1,9,2,72,1,1,2,4,137,2
1,1,2,2,54,"N",1,9,1,72,1,1,1,4,180,2
1,1,2,2,54,"N",3,9,1,72,1,1,1,4,200,2
1,1,2,2,56,"A",4,8,1,72,1,1,2,4,180,2
1,1,2,2,56,"L",3,9,2,72,1,2,2,4,200,2
1,1,2,2,20,"O",2,9,2,71,2,1,1,1,90,2
1,1,2,2,33,"E",2,9,2,72,2,2,2,1,165,2
1,1,2,2,0,"O",1,9,2,71,2,2,1,2,42,2
1,1,2,3,60,"H",6,9,2,72,1,2,1,4,210,1
1,1,2,3,72,"N",5,9,1,72,1,1,2,4,180,2
1,1,2,4,12,"Q",4,9,2,72,2,1,1,1,27,2
1,1,2,2,69,"L",2,9,1,72,1,1,2,4,210,2
1,1,3,2,40,"M",1,3,1,71,1,1,2,4,180,1
1,1,3,2,40,"N",1,9,1,72,1,1,2,4,187,2
1,1,3,2,48,"L",1,9,1,72,1,1,2,4,180,2
1,1,3,2,52,"N",2,9,2,72,1,1,2,4,230,2
1,1,3,2,60,"N",2,9,2,71,1,1,1,4,175,2
1,1,3,2,3,"F",2,7,2,72,2,4,2,4,90,2
1,1,3,2,12,"F",1,9,3,72,2,1,2,1,25,2
1,1,3,2,14,"O",2,9,2,72,2,2,2,1,49,2
1,1,3,2,25,"O",3,9,2,71,2,2,1,1,85,2
1,1,3,2,10,"C",1,7,3,72,2,1,2,2,150,2
1,1,3,2,36,"O",5,9,2,71,1,2,1,1,178,2
1,1,3,2,40,"C",1,7,1,72,1,1,2,4,400,1
1,1,3,2,40,"O",3,9,2,71,1,1,1,4,180,2
1,1,3,2,44,"E",3,9,2,71,1,1,2,4,170,1
1,1,3,2,44,"K",4,5,1,71,1,1,1,4,150,2
1,1,3,2,44,"L",3,9,1,71,1,1,2,4,200,2
1,1,3,2,49,"C",1,7,2,72,1,1,2,4,180,1
1,1,3,2,56,"N",4,9,2,72,1,1,1,1,196,2
1,1,3,2,25,"G",1,9,3,71,2,1,2,6,5,2
1,1,3,3,40,"H",3,8,1,71,1,1,1,4,160,1
1,1,3,4,40,"H",4,8,2,72,1,2,1,4,130,2
1,1,4,2,8,"G",3,9,3,72,1,1,2,2,168,2
1,1,4,2,64,"N",2,9,2,71,1,1,1,4,186,2
1,1,5,2,36,"O",6,9,1,72,1,2,1,2,192,2
1,1,5,2,40,"N",4,7,1,72,1,1,2,4,200,2
1,1,5,2,46,"Q",3,3,1,72,1,1,1,4,200,1
1,1,5,2,40,"E",4,1,1,72,1,1,1,4,400,1
1,1,5,2,16,"M",3,2,2,72,2,1,2,2,100,2
1,1,5,3,8,"P",4,9,3,71,1,1,2,1,25,2
1,1,5,2,8,"Q",3,9,2,72,2,1,1,4,27,2
1,1,5,2,40,"J",3,3,2,72,1,1,2,4,200,2
1,1,6,3,36,"Q",4,9,2,71,1,1,2,6,90,2
1,1,7,2,70,"S",4,2,1,72,1,1,1,4,300,2
1,1,7,1,8,"Q",5,2,1,71,2,1,1,5,350,2
1,1,1,2,30,"F",1,7,3,70,1,1,2,2,120,2
1,1,1,2,40,"C",4,9,2,70,1,1,2,4,200,2
1,1,1,2,42,"N",3,9,1,70,1,1,1,4,180,2
1,1,1,2,42,"N",3,9,2,71,1,1,2,4,170,2
1,1,1,2,48,"N",1,9,1,70,1,1,2,4,180,2
1,1,1,2,48,"P",4,9,1,70,1,1,1,4,180,2
1,1,1,2,50,"P",4,9,2,70,1,1,2,4,100,2
1,1,1,2,15,"Q",1,9,2,71,2,1,2,4,36,2
1,1,1,2,16,"E",4,9,1,71,2,1,1,2,60,2
1,1,1,2,25,"H",1,9,2,70,2,1,2,4,67,2
1,1,1,2,18,"M",5,7,1,70,2,1,2,4,300,2
1,1,1,2,0,"C",3,8,1,71,1,1,2,4,200,1
1,1,1,2,7,"H",1,9,2,70,1,1,2,2,150,2
1,1,2,2,32,"C",3,8,1,70,1,1,2,4,160,2
1,1,2,2,40,"C",1,8,1,71,1,1,2,2,150,1
1,1,2,2,40,"L",2,8,1,71,1,1,1,4,210,2
1,1,2,2,40,"N",3,9,1,70,1,1,1,4,210,2
1,1,2,2,60,"N",3,9,1,71,1,3,2,4,250,1
1,1,2,2,62,"L",2,9,2,70,1,1,2,2,180,2
1,1,2,2,65,"L",1,9,1,70,1,1,2,4,200,1
1,1,2,2,34,"N",3,9,1,71,1,1,1,4,156,2
1,1,2,3,48,"N",4,9,1,71,1,1,1,4,150,2
1,1,2,2,62,"N",3,9,2,71,1,1,1,4,190,2
1,1,3,2,36,"N",1,9,1,71,1,1,1,4,150,2
1,1,3,2,45,"H",5,8,1,71,1,4,1,4,150,1
1,1,3,2,50,"C",2,9,1,71,1,1,2,4,180,1
1,1,3,2,52,"N",3,9,1,71,1,1,1,4,120,2
1,1,3,2,62,"S",1,7,2,70,1,1,2,4,150,2
1,1,3,2,15,"P",4,9,2,70,2,2,1,2,55,2
1,1,3,2,25,"O",4,7,2,71,2,1,1,1,110,2
1,1,3,2,30,"G",2,7,1,71,1,1,2,4,200,1
1,1,3,2,8,"F",2,9,3,71,2,1,2,1,30,2
1,1,3,2,40,"A",2,9,1,70,1,1,1,4,200,2
1,1,3,2,40,"C",4,8,2,71,1,1,1,4,300,2
1,1,3,2,40,"L",1,9,1,71,1,1,2,4,180,2
1,1,3,2,40,"R",3,4,2,70,1,1,2,4,160,2
1,1,3,2,60,"N",2,9,1,70,1,1,2,4,190,2
1,1,3,2,6,"G",3,1,1,70,2,1,2,4,250,2
1,1,3,2,0,"C",3,8,1,70,1,1,2,4,185,1
1,1,3,1,24,"N",4,9,2,70,1,1,1,4,168,2
1,1,4,2,54,"N",3,9,1,70,1,1,2,4,218,2
1,1,4,2,33,"N",2,9,1,70,1,1,2,4,78,2
