"city","sex","edu","married","worktime","ind","size","occ","status","age","fulltime","union","train","paytype","income","regular"
1,1,5,2,40,"C",6,2,1,37,1,2,1,4,435,1
1,1,5,2,40,"F",4,7,2,36,1,4,1,4,500,1
1,1,5,2,40,"J",6,2,1,37,1,4,1,5,500,2
1,1,5,2,42,"C",6,2,1,37,1,1,1,5,400,1
1,1,5,2,45,"C",6,2,1,36,1,1,1,5,620,1
1,1,5,2,40,"O",6,3,1,36,1,3,1,4,350,1
1,1,5,2,45,"Q",2,2,1,37,1,1,1,4,200,1
1,1,5,1,36,"G",1,3,1,37,1,1,2,4,200,1
1,1,5,1,40,"C",4,2,1,36,1,1,2,5,350,1
1,1,5,1,40,"M",4,2,1,37,1,1,1,4,400,1
1,1,5,2,40,"C",3,8,1,37,1,1,2,4,300,1
1,1,5,2,40,"C",6,8,1,37,1,1,1,5,400,1
1,1,5,2,40,"D",3,8,1,37,1,1,1,5,300,1
1,1,5,2,40,"M",6,2,1,36,1,4,1,4,280,1
1,1,5,2,42,"F",6,2,1,37,1,1,1,5,500,1
1,1,5,2,45,"K",5,2,1,37,1,1,2,5,1200,1
1,1,5,2,48,"C",6,8,1,37,1,4,1,4,450,1
1,1,5,2,62,"C",6,3,1,37,1,4,1,5,330,1
1,1,5,1,40,"O",6,4,1,36,1,1,1,4,445,1
1,1,5,1,56,"F",3,7,1,37,1,1,1,4,300,1
1,1,5,2,40,"S",1,3,1,36,1,1,2,4,350,1
1,1,5,2,42,"M",4,3,1,36,1,1,1,5,300,1
1,1,5,2,45,"C",6,2,1,37,1,4,1,4,350,1
1,1,5,2,48,"C",4,8,1,37,1,2,2,4,260,1
1,1,5,4,40,"M",3,2,1,37,1,1,1,5,400,1
1,1,5,1,40,"C",4,3,1,37,1,1,1,5,310,1
1,1,5,2,40,"C",6,2,1,37,1,3,1,5,505,1
1,1,5,2,40,"C",6,3,1,36,1,2,1,5,500,1
1,1,5,2,40,"K",6,3,1,37,1,4,1,4,670,1
1,1,5,2,40,"C",5,3,1,37,1,1,1,5,370,1
1,1,5,2,40,"M",6,2,1,37,1,3,1,5,400,1
1,1,5,1,44,"O",4,3,1,36,1,2,1,4,240,1
1,1,5,2,40,"C",6,2,1,36,1,3,1,4,400,1
1,1,5,2,40,"J",1,3,1,37,1,4,1,4,280,1
1,1,5,2,40,"O",6,3,1,36,1,2,1,5,550,1
1,1,5,2,50,"C",6,8,1,37,1,1,1,5,520,1
1,1,5,2,60,"C",3,7,1,37,1,1,2,5,210,1
1,1,5,1,24,"F",1,9,3,36,1,1,2,2,200,2
1,1,5,2,37,"F",3,7,1,37,1,1,2,4,310,1
1,1,5,2,40,"C",6,8,1,36,1,1,1,4,450,1
1,1,5,2,65,"G",3,9,1,37,1,1,1,5,300,2
1,1,5,2,44,"R",3,2,1,37,1,1,2,4,300,2
1,1,5,2,0,"I",3,7,1,37,1,3,2,5,280,1
1,1,5,2,40,"N",6,3,1,36,1,1,1,4,350,1
1,1,5,2,40,"C",4,7,1,37,1,1,2,5,300,1
1,1,5,2,52,"I",3,7,1,36,1,1,2,4,340,2
1,1,5,2,0,"H",6,2,1,37,1,1,1,5,600,1
1,1,5,1,40,"I",4,3,1,37,1,1,1,4,300,1
1,1,6,2,0,"P",4,2,1,37,1,4,1,4,360,1
1,1,6,2,62,"S",3,2,1,37,1,1,2,4,160,1
1,1,6,2,45,"J",2,2,1,37,1,1,1,4,250,1
1,1,6,2,48,"S",3,2,1,36,1,1,1,4,300,1
1,1,6,2,45,"I",4,3,1,37,1,1,1,5,430,1
1,1,6,2,40,"C",3,2,1,37,1,1,2,4,320,1
1,1,6,2,50,"C",3,5,1,37,1,1,1,4,350,1
1,1,6,2,50,"C",6,2,1,37,1,1,1,5,550,1
1,1,6,2,40,"M",3,2,1,37,1,1,1,4,380,1
1,1,6,2,40,"M",4,2,1,37,1,1,1,5,240,2
1,1,6,2,59,"Q",5,2,1,36,1,1,1,5,1500,2
1,1,6,2,40,"O",6,2,1,36,1,4,1,5,400,1
1,1,7,2,32,"M",3,2,1,37,1,1,2,4,666,1
1,1,7,2,40,"P",6,2,1,36,1,3,1,5,300,1
1,1,2,2,60,"I",1,9,3,36,1,1,2,2,170,2
1,1,3,1,50,"G",1,7,1,36,1,1,2,4,350,1
1,1,3,2,55,"H",5,8,1,36,1,4,1,5,300,2
1,1,3,1,45,"F",2,8,1,36,1,1,2,2,240,1
1,1,3,1,48,"I",3,4,2,35,1,1,2,4,190,1
1,1,3,1,49,"N",1,4,1,36,1,1,1,4,250,1
1,1,3,1,50,"G",2,5,1,35,1,1,1,4,250,1
1,1,3,2,44,"G",3,5,1,36,1,1,2,4,310,1
1,1,3,2,42,"F",4,7,2,36,1,1,2,2,400,2
1,1,3,2,48,"F",3,7,1,35,1,1,1,4,350,1
1,1,3,2,50,"F",1,7,3,36,1,1,2,2,250,2
1,1,3,2,55,"F",2,7,2,35,1,1,1,2,380,1
1,1,3,2,56,"C",4,8,1,36,1,1,2,4,250,1
1,1,3,2,66,"C",4,7,1,36,1,4,2,4,250,1
1,1,3,1,40,"C",6,8,1,35,1,4,1,4,250,2
1,1,3,1,42,"D",2,5,2,36,1,1,2,6,180,2
1,1,3,1,48,"G",1,5,1,36,1,1,2,4,200,1
1,1,3,2,42,"F",3,8,1,36,1,1,2,4,200,1
1,1,3,2,45,"C",6,2,1,36,1,4,1,5,250,1
1,1,3,4,60,"H",3,9,2,35,1,1,2,6,230,2
1,1,3,1,43,"G",3,9,1,35,1,1,2,4,250,2
1,1,3,1,45,"C",5,8,1,35,1,1,1,4,290,1
1,1,3,1,35,"G",2,2,1,36,1,1,2,5,375,2
1,1,3,2,16,"F",4,7,2,35,1,1,1,4,300,1
1,1,3,2,27,"C",5,7,1,35,1,1,2,4,300,1
1,1,3,2,40,"J",5,7,1,35,1,1,2,5,260,1
1,1,3,2,42,"G",2,5,1,36,1,1,1,4,490,1
1,1,3,2,48,"C",4,8,1,36,1,4,1,4,300,1
1,1,3,2,50,"G",1,5,1,36,1,1,2,4,200,1
1,1,3,2,50,"S",4,7,1,36,1,4,2,4,250,1
1,1,3,2,52,"C",3,8,1,36,1,1,2,4,270,1
1,1,3,2,55,"C",3,8,1,35,1,1,1,4,300,1
1,1,3,2,45,"S",2,7,1,35,1,1,1,4,410,1
1,1,3,2,50,"C",5,8,1,36,1,2,1,5,370,1
1,1,3,2,60,"C",6,8,1,35,1,1,1,1,600,1
1,1,3,2,60,"N",1,7,1,35,1,1,2,4,240,1
1,1,4,2,40,"J",2,2,1,36,1,1,1,4,320,1
1,1,4,2,40,"H",6,2,1,36,1,4,1,4,350,1
1,1,4,2,0,"H",5,3,1,36,1,1,1,4,250,1
1,1,4,2,40,"O",6,3,1,35,1,4,1,4,230,1
1,1,4,1,40,"F",1,7,3,36,1,1,2,2,250,2
1,1,4,2,40,"C",5,8,1,35,1,2,1,4,360,1
1,1,4,1,40,"G",4,3,1,36,1,1,2,5,275,1
1,1,4,2,8,"C",3,9,2,35,2,1,2,2,95,2
1,1,4,2,46,"J",5,9,1,36,1,4,1,5,260,1
1,1,4,2,35,"S",3,7,2,35,2,1,2,6,200,2
1,1,4,2,40,"G",1,2,1,35,1,1,2,5,400,1
1,1,4,1,40,"J",1,2,1,35,1,1,2,4,300,1
1,1,4,2,24,"O",5,4,1,36,1,1,1,4,400,1
1,1,4,2,40,"F",2,2,1,35,1,1,1,5,250,2
1,1,4,2,43,"J",2,2,1,36,1,1,2,5,300,1
1,1,4,2,45,"M",3,2,1,36,1,1,2,4,340,1
1,1,4,2,49,"F",2,8,1,35,1,1,2,4,200,2
1,1,4,2,40,"C",4,2,1,35,1,1,2,5,333,1
1,1,4,2,45,"M",3,2,1,36,1,1,2,5,460,1
1,1,4,2,46,"F",2,7,1,36,1,1,1,4,320,1
1,1,4,2,48,"C",6,8,1,36,1,4,1,4,350,1
1,1,4,2,10,"C",4,3,1,36,1,1,1,1,400,1
1,1,4,1,42,"C",5,2,1,36,1,1,1,5,300,1
1,1,4,2,40,"K",3,3,1,36,1,1,1,4,300,1
1,1,4,2,38,"Q",3,2,1,36,1,1,1,5,400,1
1,1,4,2,40,"Q",6,2,1,36,1,4,1,5,350,1
1,1,4,1,30,"F",3,9,3,35,1,1,2,2,150,2
1,1,4,1,40,"H",3,2,1,35,1,1,2,4,280,1
1,1,4,2,46,"Q",6,3,1,36,1,3,1,4,250,1
1,1,4,1,63,"C",2,7,1,36,1,1,2,4,330,1
1,1,4,2,40,"G",3,3,1,36,1,1,2,4,180,1
1,1,4,2,32,"C",4,3,1,35,1,1,1,5,325,1
1,1,5,2,40,"P",4,2,1,36,1,3,1,4,400,1
1,1,5,2,0,"P",4,2,1,36,1,4,1,4,250,1
1,1,5,2,40,"P",4,2,1,36,1,3,1,4,390,1
1,1,5,2,18,"F",1,7,2,36,1,3,2,4,400,1
1,1,5,1,46,"C",4,3,1,36,1,1,2,4,250,1
1,1,5,2,0,"P",6,2,2,36,2,2,1,1,40,2
1,1,5,2,40,"C",2,9,1,35,1,1,2,4,220,1
1,1,5,1,40,"C",1,9,1,35,1,1,2,4,250,1
1,1,5,2,54,"O",4,4,1,36,1,1,1,4,400,1
1,1,5,2,40,"K",4,3,1,35,1,1,2,4,250,1
1,1,5,2,40,"K",6,3,1,36,1,4,1,5,600,1
1,1,5,2,40,"N",5,3,1,36,1,1,1,4,173,1
1,1,5,1,45,"M",6,3,1,35,1,3,1,5,410,1
1,1,5,2,48,"C",6,8,1,36,1,1,1,4,300,1
1,1,5,2,42,"I",1,4,2,36,2,1,1,4,250,2
1,1,5,2,56,"C",5,8,1,35,1,1,1,1,290,1
1,1,5,2,40,"G",2,5,1,35,1,1,2,4,210,1
1,1,5,2,40,"P",6,3,1,36,1,4,1,5,280,1
1,1,5,1,55,"C",6,2,1,36,1,1,1,5,450,1
1,1,5,2,40,"M",6,3,1,36,1,4,1,5,600,1
1,1,5,2,92,"O",6,3,1,36,1,3,1,4,370,1
1,1,5,2,40,"O",5,3,1,35,1,3,1,5,350,2
1,1,5,1,40,"F",3,3,1,36,1,2,2,4,470,1
1,1,5,2,40,"K",3,3,1,36,1,1,1,5,300,1
1,1,5,2,40,"O",3,3,1,36,1,4,1,4,200,1
1,1,5,2,35,"J",6,5,1,36,1,1,1,5,750,1
1,1,5,2,45,"H",5,9,1,35,1,1,1,5,250,1
1,1,5,2,56,"O",6,2,1,36,1,2,1,5,500,2
1,1,5,1,40,"C",3,2,1,36,1,3,1,4,350,1
1,1,5,1,42,"J",3,2,1,35,1,1,1,5,360,1
1,1,5,2,40,"G",3,5,1,35,1,1,2,4,340,1
1,1,5,1,40,"G",6,3,1,36,1,1,1,5,400,1
1,1,5,1,40,"O",5,3,1,36,1,1,1,4,300,1
1,1,5,2,40,"O",6,3,1,36,1,4,1,4,300,1
1,1,5,2,4,"R",2,3,1,36,1,4,1,4,240,1
1,1,5,2,37,"G",3,2,1,36,1,1,1,5,350,1
1,1,5,2,50,"C",3,3,1,36,1,1,2,5,220,1
1,1,5,2,45,"C",5,3,1,36,1,1,1,5,300,1
1,1,5,2,40,"G",2,1,1,35,1,1,1,5,400,1
1,1,5,1,40,"P",4,3,1,36,1,3,1,5,315,1
1,1,5,2,35,"O",4,4,1,36,1,1,1,4,300,1
1,1,5,2,40,"C",5,5,1,36,1,1,1,4,260,1
1,1,5,2,40,"N",4,3,1,36,1,1,1,4,313,2
1,1,5,2,40,"P",4,3,1,36,1,4,1,5,420,2
1,1,5,2,43,"O",6,3,1,36,1,4,1,4,350,1
1,1,5,2,40,"J",1,2,1,35,1,1,2,5,250,1
1,1,5,2,40,"G",1,5,2,35,1,1,2,4,200,1
1,1,5,2,46,"C",6,2,1,35,1,3,1,5,400,1
1,1,5,2,50,"J",4,2,1,36,1,1,2,5,450,1
1,1,5,2,40,"J",3,2,1,35,1,1,2,5,400,1
1,1,5,2,40,"H",3,3,1,35,1,4,1,5,500,1
1,1,5,2,40,"S",4,7,1,36,1,4,1,6,300,2
1,1,5,2,32,"C",2,2,1,36,1,3,1,5,420,2
1,1,5,1,50,"J",6,2,1,36,1,1,1,5,480,1
1,1,5,2,40,"C",6,3,1,36,1,3,1,4,415,1
1,1,5,2,54,"G",1,5,1,36,1,1,2,4,1000,1
1,1,5,2,65,"F",3,7,1,36,1,1,1,5,490,2
1,1,5,1,40,"C",3,8,1,35,1,1,1,5,230,1
1,1,5,2,32,"F",4,7,2,36,1,4,2,2,300,1
1,1,5,2,32,"I",1,4,2,35,1,1,1,4,200,1
1,1,5,2,40,"C",4,7,1,36,1,1,2,5,300,1
1,1,5,2,40,"C",6,3,1,35,1,3,1,5,430,1
1,1,5,2,40,"C",6,3,1,36,1,4,1,5,450,1
1,1,5,2,40,"F",5,3,1,35,1,3,1,5,300,1
1,1,5,2,40,"J",6,2,1,36,1,2,1,5,350,1
1,1,5,2,40,"K",2,5,2,36,1,1,1,6,200,2
1,1,5,2,44,"C",4,8,1,35,1,1,1,4,500,2
1,1,5,2,0,"K",3,3,1,36,1,4,1,4,260,1
1,1,5,1,40,"C",4,8,1,36,1,4,1,4,350,1
1,1,5,2,40,"C",6,2,1,36,1,2,1,5,400,1
1,1,5,2,40,"F",3,2,1,36,1,1,1,4,370,1
1,1,5,2,40,"F",6,3,1,36,1,2,1,5,500,1
1,1,5,2,40,"F",6,3,1,36,1,4,1,4,480,1
1,1,5,2,40,"O",6,3,1,36,1,3,1,4,370,1
1,1,5,2,45,"C",5,3,1,36,1,1,1,5,350,1
1,1,5,2,48,"C",6,2,1,36,1,2,1,5,300,1
1,1,5,2,54,"C",6,3,1,35,1,4,1,4,400,1
1,1,5,2,56,"C",6,8,1,36,1,1,1,4,300,1
1,1,5,1,32,"C",3,2,1,36,1,1,1,5,450,1
1,1,5,2,40,"J",3,2,1,35,1,4,1,5,300,1
1,1,5,2,40,"M",4,2,1,36,1,1,2,5,320,2
1,1,5,2,40,"M",6,2,1,35,1,3,1,5,500,1
1,1,5,2,45,"C",4,3,1,36,1,1,2,5,330,1
1,1,5,2,46,"M",3,2,1,36,1,1,2,4,300,1
1,1,5,2,48,"C",6,3,1,35,1,1,1,5,503,1
1,1,5,2,50,"C",5,2,1,35,1,1,2,5,500,1
1,1,5,2,40,"F",5,3,1,36,1,1,1,5,320,1
1,1,5,2,50,"C",4,2,1,35,1,1,2,5,400,1
1,1,5,2,40,"F",1,3,1,36,1,1,2,4,200,1
1,1,5,2,0,"F",4,2,1,35,1,3,1,4,460,1
1,1,5,2,37,"Q",6,2,1,36,1,1,1,4,726,2
1,1,5,2,48,"J",6,5,1,36,1,3,1,5,350,1
1,1,5,2,54,"F",6,2,1,35,1,2,1,4,370,2
1,1,5,2,40,"M",2,3,1,36,1,1,1,4,180,1
1,1,5,1,45,"M",3,5,1,36,1,1,2,5,320,1
1,1,5,2,49,"C",1,7,1,36,1,1,2,4,250,1
1,1,5,2,0,"H",6,2,1,36,1,4,1,5,640,1
1,1,6,1,8,"P",6,2,1,35,2,4,2,1,70,2
1,1,6,2,46,"S",4,2,1,36,1,1,2,4,230,1
1,1,6,2,48,"S",2,2,1,35,1,1,1,4,280,1
1,1,6,2,18,"S",3,2,1,35,2,1,2,4,150,2
1,1,6,2,51,"S",1,2,1,35,1,1,1,4,150,2
1,1,6,2,54,"S",3,2,1,36,1,1,1,5,300,2
1,1,6,2,40,"M",3,2,1,35,1,4,2,5,300,1
1,1,6,1,40,"J",3,2,1,36,1,1,1,4,250,1
1,1,6,1,40,"C",5,2,1,35,1,4,1,5,300,1
1,1,6,2,40,"Q",5,2,1,36,1,1,2,6,2300,2
1,1,6,2,40,"Q",3,2,1,35,1,1,1,5,350,1
1,1,7,2,40,"M",6,2,2,36,1,2,1,4,200,1
1,1,7,2,40,"M",3,2,2,35,1,2,2,4,540,2
1,1,7,1,40,"M",2,2,2,36,1,1,2,4,280,1
1,1,7,2,40,"M",6,2,1,36,1,1,1,5,530,1
1,1,7,1,34,"P",6,2,2,36,2,2,1,4,200,2
1,1,3,1,48,"G",3,5,1,35,1,1,1,4,370,1
1,1,3,2,40,"C",5,8,1,35,1,4,2,4,400,1
1,1,3,2,48,"C",4,8,1,35,1,1,1,4,350,1
1,1,3,1,53,"G",2,7,1,35,1,1,1,4,165,1
1,1,3,2,40,"F",3,7,1,34,1,1,2,4,260,1
1,1,3,2,40,"J",5,3,1,35,1,1,1,5,400,1
1,1,3,2,40,"K",4,3,1,35,1,4,1,5,370,1
1,1,3,2,40,"O",3,4,1,34,1,4,1,4,420,1
1,1,3,2,47,"N",3,4,1,34,1,4,1,4,250,1
1,1,3,2,50,"S",2,7,1,34,1,1,2,4,300,1
1,1,3,2,70,"I",1,9,1,35,1,1,2,4,240,1
1,1,3,2,48,"C",2,7,1,35,1,1,1,4,220,1
1,1,3,1,45,"C",4,7,1,35,1,1,2,4,230,1
1,1,3,2,40,"F",2,7,2,35,1,1,2,4,200,2
1,1,3,2,55,"C",4,3,1,35,1,1,1,5,450,1
1,1,3,1,40,"C",6,8,1,35,1,4,1,4,300,1
1,1,3,2,32,"G",3,8,1,35,1,1,1,4,200,1
1,1,3,2,40,"C",6,7,1,35,1,1,1,4,400,1
1,1,3,2,40,"J",3,2,1,34,1,1,2,4,300,1
1,1,3,2,40,"M",6,8,1,34,1,2,1,4,260,1
1,1,3,2,43,"C",4,8,1,35,1,1,2,4,320,1
1,1,3,2,44,"C",4,8,1,35,1,4,1,4,220,1
1,1,3,2,50,"C",4,7,1,35,1,2,2,4,220,2
1,1,3,2,55,"N",2,4,1,35,1,2,1,4,260,2
1,1,3,2,60,"A",1,6,2,34,1,1,2,3,300,1
1,1,3,2,40,"C",3,8,1,35,1,3,1,4,320,1
1,1,3,2,58,"G",2,9,1,34,1,1,2,1,280,1
1,1,3,2,40,"G",2,5,1,35,1,1,2,4,250,1
1,1,4,2,40,"C",5,8,1,34,1,3,1,5,230,1
1,1,4,2,40,"C",2,7,1,35,1,1,2,5,280,1
1,1,4,2,45,"L",2,8,1,34,1,1,1,4,330,1
1,1,4,2,46,"G",2,9,1,35,1,1,2,4,290,1
1,1,4,2,40,"C",6,7,1,34,1,4,1,4,300,1
1,1,4,2,40,"F",1,7,3,35,1,1,2,2,300,2
1,1,4,2,45,"G",2,2,2,35,1,1,1,4,300,1
1,1,4,2,40,"K",1,5,2,34,1,1,1,6,350,2
1,1,4,2,40,"G",1,5,1,35,1,1,2,4,260,1
1,1,4,2,56,"J",6,2,1,35,1,1,1,5,330,1
1,1,4,2,40,"J",1,2,1,34,1,1,2,5,310,1
1,1,4,4,52,"N",2,8,2,35,1,1,2,1,200,2
1,1,4,2,45,"C",6,7,1,35,1,3,1,5,500,1
1,1,4,2,40,"F",3,7,1,35,1,2,1,5,350,1
1,1,4,2,40,"C",5,8,1,35,1,4,2,4,300,1
1,1,4,2,40,"E",4,7,1,34,1,4,1,4,350,1
1,1,4,2,40,"F",4,9,3,35,1,1,2,2,220,2
1,1,4,2,40,"M",6,3,1,34,1,2,1,5,450,1
1,1,4,1,40,"F",3,2,1,34,1,1,1,4,400,1
1,1,4,2,42,"C",6,7,1,34,1,4,1,4,1000,1
1,1,4,1,52,"C",6,8,1,35,1,1,1,4,300,1
1,1,4,2,40,"H",5,3,1,35,1,4,1,5,260,1
1,1,4,2,54,"O",4,4,1,34,1,4,1,4,360,1
1,1,4,2,60,"O",3,4,1,35,1,1,1,4,380,1
1,1,4,2,41,"Q",3,2,1,34,1,1,1,4,300,1
1,1,4,2,40,"O",6,9,1,35,1,4,1,4,400,1
1,1,4,2,53,"G",4,7,1,34,1,4,1,4,300,1
1,1,4,1,72,"N",2,4,1,35,1,1,1,1,220,1
1,1,4,2,50,"C",6,8,1,35,1,4,1,4,400,1
1,1,5,2,40,"P",3,2,1,35,1,3,1,4,350,1
1,1,5,2,36,"G",3,8,2,35,1,1,2,4,180,1
1,1,5,2,42,"P",4,2,1,35,1,4,1,4,400,1
1,1,5,1,52,"H",5,9,1,34,1,2,2,4,220,2
1,1,5,2,24,"C",2,7,1,35,1,1,2,4,220,1
1,1,5,2,40,"O",6,2,1,35,1,3,1,5,260,1
1,1,5,1,42,"M",6,2,1,34,1,1,1,5,450,1
1,1,5,1,48,"C",6,8,1,35,1,4,1,4,280,1
1,1,5,2,40,"M",1,2,1,34,1,1,2,4,300,1
1,1,5,1,40,"J",6,2,1,35,1,4,1,5,480,1
1,1,5,2,40,"C",3,7,1,34,1,1,2,4,210,1
1,1,5,1,40,"G",2,5,1,34,1,1,2,6,400,1
1,1,5,2,35,"J",4,2,1,34,1,1,1,5,350,1
1,1,5,2,40,"N",3,7,2,34,1,1,1,2,450,2
1,1,5,2,40,"C",5,1,1,35,1,1,1,5,350,1
1,1,5,2,45,"G",3,2,1,35,1,1,1,4,300,1
1,1,5,2,52,"C",6,3,1,35,1,1,1,5,530,1
1,1,5,2,50,"O",6,3,1,34,1,1,1,4,300,1
1,1,5,2,56,"C",6,3,1,35,1,4,1,5,330,1
1,1,5,2,40,"M",6,3,1,35,1,1,1,5,460,1
1,1,5,2,40,"M",2,3,1,34,1,1,2,4,200,1
1,1,5,2,42,"J",5,2,1,34,1,4,2,5,300,1
1,1,5,2,45,"J",1,2,1,34,1,1,1,5,350,1
1,1,5,2,27,"O",4,4,1,35,1,1,1,4,350,1
1,1,5,2,35,"G",1,5,1,34,1,2,1,4,230,1
1,1,5,1,54,"M",3,2,1,34,1,1,2,4,300,1
1,1,5,2,40,"O",4,4,1,34,1,1,1,4,300,1
1,1,5,2,52,"C",4,2,1,34,1,1,1,5,350,1
1,1,5,1,54,"K",6,3,1,35,1,1,1,5,370,1
1,1,5,2,41,"K",6,3,1,34,1,3,1,5,437,1
1,1,5,2,50,"K",6,2,1,35,1,3,1,5,580,1
1,1,5,2,0,"K",3,3,1,34,1,4,2,4,400,1
1,1,5,1,40,"G",6,1,1,34,1,3,1,4,250,1
1,1,5,2,44,"M",6,2,1,34,1,1,1,4,750,1
1,1,5,2,48,"O",6,4,1,35,1,1,1,4,500,1
1,1,5,2,44,"N",4,9,1,34,1,3,1,4,310,1
1,1,5,2,50,"L",5,2,1,35,1,1,1,5,200,1
1,1,5,2,55,"O",4,3,1,35,1,1,1,4,400,1
1,1,5,1,40,"G",1,5,2,35,1,1,2,1,130,1
1,1,5,1,60,"C",3,3,1,35,1,1,1,4,400,1
1,1,5,2,40,"C",4,2,1,35,1,4,2,5,450,1
1,1,5,1,48,"P",1,2,2,35,1,1,2,6,300,1
1,1,5,2,40,"M",6,2,1,35,1,1,1,4,350,1
1,1,5,2,0,"C",4,3,1,35,1,1,2,5,330,1
1,1,5,1,40,"N",4,2,1,35,1,1,2,4,250,1
1,1,5,1,48,"N",3,9,1,35,1,1,2,4,200,2
1,1,5,2,42,"J",6,2,1,34,1,1,1,5,320,1
1,1,5,2,45,"A",2,6,2,35,1,1,2,4,400,1
1,1,5,2,48,"C",6,2,1,35,1,2,1,5,550,1
1,1,5,2,40,"C",6,2,1,35,1,2,1,5,400,1
1,1,5,2,40,"C",6,2,1,35,1,3,1,4,600,1
1,1,5,2,40,"F",3,7,1,34,1,1,1,4,280,1
1,1,5,2,44,"C",3,2,1,34,1,1,2,5,360,1
1,1,5,2,52,"C",6,2,1,35,1,3,1,5,360,1
1,1,5,1,48,"F",2,7,2,35,1,1,2,2,300,1
1,1,5,2,40,"C",5,3,1,34,1,3,1,5,250,1
1,1,5,2,40,"C",6,2,1,34,1,3,1,5,490,1
1,1,5,2,40,"C",6,3,1,35,1,1,1,4,350,1
1,1,5,2,40,"C",6,3,1,34,1,1,1,4,350,1
1,1,5,2,40,"S",4,2,1,34,1,1,1,4,260,1
1,1,5,2,42,"G",6,2,1,35,1,3,1,5,400,1
1,1,5,2,48,"C",6,3,1,35,1,1,1,5,510,1
1,1,5,2,50,"P",4,2,1,34,1,3,1,4,420,1
1,1,5,1,40,"F",5,2,1,35,1,1,1,5,300,2
1,1,5,1,40,"M",2,2,1,35,1,1,2,5,280,1
1,1,5,1,40,"P",5,3,1,35,1,3,1,4,200,2
1,1,5,2,40,"J",3,2,1,35,1,1,2,5,330,1
1,1,5,2,43,"G",3,3,1,35,1,4,2,4,250,1
1,1,5,2,50,"C",5,2,1,34,1,1,2,5,300,1
1,1,5,1,45,"C",6,2,1,35,1,4,1,5,350,1
1,1,5,1,48,"C",6,2,1,35,1,3,1,5,500,1
1,1,5,2,40,"C",6,3,1,34,1,3,1,4,430,1
1,1,5,2,45,"C",4,3,1,35,1,3,2,4,310,1
1,1,5,2,50,"R",3,2,1,35,1,1,2,4,200,1
1,1,5,2,52,"C",4,8,1,34,1,1,1,1,250,1
1,1,5,2,56,"C",5,8,1,34,1,1,1,4,230,2
1,1,5,2,60,"G",1,5,2,34,1,1,2,6,260,2
1,1,5,2,60,"I",2,4,1,35,1,1,2,4,300,1
1,1,5,2,45,"N",1,6,1,34,1,1,2,4,200,1
1,1,5,2,40,"Q",5,2,1,35,1,1,2,4,2000,1
1,1,5,2,32,"Q",6,2,1,34,1,1,1,4,375,1
1,1,5,2,40,"Q",6,2,1,34,1,4,1,5,400,1
1,1,5,1,39,"N",3,5,2,35,1,1,1,6,150,2
1,1,5,2,40,"G",1,8,1,35,1,1,2,4,270,1
1,1,5,2,36,"O",3,4,1,35,1,1,1,4,350,1
1,1,5,2,50,"N",4,4,1,35,1,4,1,4,300,1
1,1,5,2,40,"L",6,3,1,34,1,3,1,5,350,2
1,1,5,2,40,"M",6,2,1,35,1,3,1,4,500,1
1,1,5,2,40,"O",5,4,1,35,1,4,1,4,270,1
1,1,6,2,40,"O",5,3,2,34,1,3,1,4,220,2
1,1,6,2,10,"H",6,5,1,34,1,3,1,5,350,1
1,1,6,2,50,"S",3,2,2,35,1,1,2,4,200,1
1,1,6,2,50,"S",2,2,1,35,1,1,2,4,150,1
1,1,6,2,40,"S",4,2,1,35,1,4,1,5,350,1
1,1,6,2,45,"K",3,3,1,34,1,1,1,5,220,1
1,1,6,2,40,"O",5,4,1,35,1,1,1,4,310,1
1,1,6,2,44,"K",4,3,1,34,1,1,1,5,300,1
1,1,6,2,35,"P",1,2,2,34,2,1,2,4,200,2
1,1,6,2,45,"J",6,2,1,34,1,4,1,5,600,1
1,1,6,2,40,"O",4,3,1,35,1,1,1,5,310,1
1,1,6,2,50,"C",4,2,1,34,1,1,1,4,300,1
1,1,6,2,40,"J",2,2,1,35,1,1,1,5,375,1
1,1,6,2,40,"G",3,2,1,34,1,1,1,4,560,1
1,1,6,2,42,"M",6,2,1,35,1,2,1,5,350,1
1,1,6,2,41,"J",4,2,1,34,1,1,2,5,380,1
1,1,6,2,45,"O",5,2,1,35,1,1,1,4,400,1
1,1,6,2,56,"Q",6,2,1,34,1,3,1,5,400,2
1,1,7,1,40,"P",6,2,1,35,1,2,1,5,400,2
1,1,7,2,45,"C",6,2,1,35,1,3,1,5,500,1
1,1,7,2,40,"M",6,2,1,35,1,1,1,5,400,1
1,1,7,1,0,"P",5,2,1,34,1,1,2,5,600,2
1,1,3,1,40,"Q",1,2,1,34,1,1,2,4,220,1
1,1,3,1,52,"I",3,4,2,33,1,1,2,4,200,1
1,1,3,1,53,"O",4,4,1,34,1,1,1,4,300,1
1,1,3,2,46,"N",1,9,1,34,1,1,2,4,240,2
1,1,3,1,40,"C",6,2,1,33,1,3,1,5,309,1
1,1,3,1,40,"M",1,3,1,33,1,1,2,4,300,1
1,1,3,1,42,"F",5,3,1,34,1,4,1,5,250,1
1,1,3,1,56,"C",6,8,1,34,1,4,1,4,290,1
1,1,3,1,63,"G",1,5,2,33,1,1,2,1,180,1
1,1,3,2,32,"C",5,8,1,33,1,4,1,4,400,1
1,1,3,2,40,"C",3,8,1,34,1,1,2,5,230,1
