"city","sex","edu","married","worktime","ind","size","occ","status","age","fulltime","union","train","paytype","income","regular"
1,1,3,2,50,"H",1,8,2,48,1,1,2,4,240,1
1,1,3,2,50,"H",4,8,1,47,1,4,1,4,300,1
1,1,3,2,50,"H",5,8,1,48,1,4,1,4,300,1
1,1,3,2,54,"F",3,7,3,48,1,1,1,2,350,2
1,1,3,2,55,"G",1,5,1,47,1,1,2,4,330,1
1,1,3,2,60,"H",5,8,1,48,1,4,1,6,141,2
1,1,3,2,60,"N",4,9,2,48,1,1,1,4,230,2
1,1,3,2,66,"S",2,8,2,48,1,1,2,6,170,2
1,1,3,2,0,"P",3,3,1,47,1,1,2,4,250,1
1,1,3,3,45,"C",5,8,1,47,1,1,1,4,300,1
1,1,3,4,24,"C",2,7,3,47,1,1,2,2,150,2
1,1,3,4,36,"F",3,9,3,47,1,1,2,2,120,2
1,1,3,4,28,"G",1,9,3,47,2,1,2,6,30,2
1,1,3,2,48,"F",3,7,2,47,1,1,1,2,400,1
1,1,3,1,20,"F",3,7,1,48,1,1,1,4,200,1
1,1,3,1,35,"H",1,9,3,48,1,1,2,6,90,2
1,1,3,1,36,"F",4,9,3,48,1,1,2,2,160,2
1,1,3,1,38,"F",2,7,3,47,1,1,2,2,160,2
1,1,3,1,42,"M",4,2,1,48,1,4,1,5,280,1
1,1,3,1,48,"F",1,7,3,48,1,1,2,2,230,2
1,1,3,1,50,"F",4,7,3,48,1,1,2,2,180,2
1,1,3,2,16,"C",6,8,1,47,1,4,1,4,850,1
1,1,3,2,18,"C",6,8,1,47,1,4,1,4,680,1
1,1,3,2,24,"F",1,7,2,47,1,1,2,4,220,1
1,1,3,2,32,"C",2,8,1,47,1,1,2,4,200,1
1,1,3,2,32,"C",6,3,1,47,1,1,1,5,570,1
1,1,3,2,32,"C",6,7,1,48,1,4,1,5,400,1
1,1,3,2,32,"F",1,3,1,48,1,4,1,4,500,1
1,1,3,2,32,"G",2,5,1,47,1,1,1,4,150,1
1,1,3,2,32,"H",5,8,1,48,1,4,1,4,500,1
1,1,3,2,32,"K",2,1,1,48,1,1,2,4,700,1
1,1,3,2,36,"A",2,9,2,47,1,1,2,2,150,1
1,1,3,2,38,"K",4,5,2,47,1,1,1,6,250,2
1,1,3,2,38,"O",6,9,1,47,1,4,1,4,360,1
1,1,3,2,40,"C",1,8,2,48,1,1,2,4,280,1
1,1,3,2,40,"C",4,7,1,47,1,1,1,4,320,1
1,1,3,2,40,"F",2,8,1,47,1,4,1,4,195,1
1,1,3,2,40,"G",2,5,1,48,1,1,1,4,220,2
1,1,3,2,40,"G",6,8,1,48,1,4,1,4,500,1
1,1,3,2,40,"H",1,8,2,47,1,1,2,4,200,1
1,1,3,2,40,"H",6,9,1,47,1,4,1,2,390,1
1,1,3,2,40,"S",2,7,1,47,1,1,2,5,330,1
1,1,3,2,42,"N",5,9,1,48,1,1,1,4,263,2
1,1,3,2,45,"F",4,9,3,48,1,1,2,2,200,2
1,1,3,2,45,"H",5,8,1,48,1,4,1,4,240,1
1,1,3,2,45,"S",1,8,3,48,1,1,1,6,220,2
1,1,3,2,47,"S",2,7,1,48,1,1,2,4,243,1
1,1,3,2,48,"C",3,7,1,48,1,1,2,4,230,1
1,1,3,2,48,"C",4,8,1,48,1,4,1,4,250,1
1,1,3,2,48,"C",6,3,1,48,1,2,1,4,450,1
1,1,3,2,48,"C",6,3,1,47,1,1,1,5,418,1
1,1,3,2,48,"F",4,7,1,48,1,1,1,5,300,1
1,1,3,2,48,"G",1,5,2,47,1,1,2,2,100,1
1,1,3,2,50,"H",1,3,2,47,1,1,1,2,200,1
1,1,3,2,50,"H",6,8,1,48,1,4,1,4,280,1
1,1,3,2,50,"S",2,7,2,48,1,1,2,4,300,1
1,1,3,2,52,"C",3,8,1,48,1,1,2,2,200,1
1,1,3,2,54,"C",3,8,1,47,1,1,1,4,200,1
1,1,3,2,54,"M",3,2,1,47,1,1,2,5,350,1
1,1,3,2,68,"C",5,8,1,48,1,1,2,4,330,1
1,1,3,2,70,"C",5,8,1,48,1,1,1,4,570,1
1,1,3,2,70,"F",1,7,3,48,1,1,2,2,200,2
1,1,3,2,70,"H",3,9,2,48,1,1,2,4,150,1
1,1,3,2,24,"C",3,7,3,48,1,1,2,2,200,2
1,1,3,2,0,"C",6,3,1,48,1,3,1,4,570,1
1,1,3,4,36,"I",2,9,2,48,1,1,2,2,100,1
1,1,3,4,36,"N",3,9,1,48,1,1,2,4,250,1
1,1,3,4,40,"C",5,8,1,47,1,1,1,4,250,1
1,1,3,4,44,"C",3,7,1,48,1,1,2,4,320,1
1,1,3,4,52,"G",3,5,2,47,1,1,2,4,200,2
1,1,3,4,54,"I",3,9,3,47,1,1,2,2,180,1
1,1,3,4,58,"C",4,8,1,47,1,1,1,4,170,1
1,1,3,4,20,"G",1,5,2,47,2,1,1,2,150,2
1,1,3,2,54,"C",2,8,1,47,1,1,1,4,210,1
1,1,4,2,14,"C",6,8,1,48,1,4,1,4,730,1
1,1,4,2,32,"Q",3,3,2,47,1,1,2,4,126,2
1,1,4,2,40,"G",1,5,2,47,1,1,2,6,350,1
1,1,4,2,40,"G",1,9,2,47,1,1,2,4,200,1
1,1,4,2,40,"N",3,1,1,48,1,1,1,4,300,1
1,1,4,2,49,"C",6,2,1,48,1,2,1,5,580,1
1,1,4,2,54,"R",4,4,1,48,1,1,1,4,250,2
1,1,4,2,60,"H",3,9,2,48,1,1,2,6,250,2
1,1,4,4,40,"E",4,2,1,48,1,1,1,4,350,1
1,1,4,2,32,"S",5,7,1,47,1,4,1,1,660,1
1,1,4,2,45,"C",3,5,1,48,1,1,1,4,400,1
1,1,4,4,24,"F",2,3,1,48,1,1,2,4,250,2
1,1,4,2,21,"O",4,8,1,47,1,4,1,4,250,1
1,1,4,2,36,"G",1,5,2,47,1,1,2,6,180,2
1,1,4,2,32,"C",3,3,1,48,1,1,2,5,400,1
1,1,4,2,32,"C",5,2,1,48,1,1,2,4,400,1
1,1,4,2,32,"F",1,7,1,48,1,1,2,4,180,1
1,1,4,2,32,"J",2,2,1,47,1,1,2,4,298,1
1,1,4,2,32,"O",6,3,1,47,1,4,1,4,380,1
1,1,4,2,36,"O",6,8,1,48,1,4,1,4,380,1
1,1,4,2,40,"F",4,1,1,47,1,3,1,4,350,1
1,1,4,2,40,"M",1,2,1,48,1,1,2,4,250,1
1,1,4,2,45,"F",3,7,1,48,1,1,2,4,200,1
1,1,4,2,91,"C",3,8,1,47,1,2,1,4,360,1
1,1,4,4,32,"C",5,3,1,47,1,1,1,5,416,1
1,1,4,2,40,"O",2,4,1,48,1,1,1,4,500,1
1,1,4,2,40,"Q",3,2,1,47,1,1,2,5,330,2
1,1,4,2,52,"C",3,8,1,48,1,1,2,4,350,1
1,1,4,4,45,"C",1,2,1,47,1,1,2,4,260,1
1,1,5,1,45,"G",2,1,1,48,1,1,1,4,300,1
1,1,5,2,16,"Q",3,3,1,47,1,4,1,4,250,1
1,1,5,2,24,"K",3,3,1,47,1,3,1,4,400,1
1,1,5,2,32,"G",3,5,2,48,1,1,1,4,200,1
1,1,5,2,32,"G",4,5,1,48,1,4,1,4,350,1
1,1,5,2,32,"H",6,3,1,47,1,4,1,4,400,1
1,1,5,2,32,"J",6,2,1,48,1,4,1,4,500,1
1,1,5,2,32,"O",4,3,1,48,1,4,1,4,400,1
1,1,5,2,32,"O",5,3,1,47,1,2,1,4,430,1
1,1,5,2,36,"E",3,8,1,48,1,1,1,4,400,1
1,1,5,2,36,"K",3,2,1,48,1,3,1,5,650,1
1,1,5,2,36,"M",4,3,1,47,1,1,1,5,600,1
1,1,5,2,36,"O",6,3,1,47,1,3,1,4,350,1
1,1,5,2,40,"G",2,3,1,48,1,1,1,4,490,1
1,1,5,2,40,"G",3,3,1,48,1,1,2,4,350,2
1,1,5,2,40,"G",5,1,1,47,1,1,2,4,500,1
1,1,5,2,40,"K",4,3,1,47,1,1,1,5,877,1
1,1,5,2,40,"O",6,3,1,48,1,4,1,4,350,1
1,1,5,2,45,"M",4,3,1,48,1,1,2,4,450,1
1,1,5,2,48,"G",1,5,2,48,1,1,2,6,250,2
1,1,5,2,50,"G",1,5,2,47,1,1,2,6,230,1
1,1,5,2,50,"H",3,3,1,48,1,1,2,4,300,1
1,1,5,2,50,"I",2,4,2,48,1,1,1,4,180,1
1,1,5,2,50,"O",5,3,1,47,1,2,1,4,500,1
1,1,5,2,56,"O",5,4,1,48,1,1,1,4,635,1
1,1,5,2,58,"H",4,9,1,48,1,1,2,4,200,1
1,1,5,2,60,"G",1,3,1,47,1,1,2,4,200,1
1,1,5,2,60,"P",1,2,1,48,1,1,1,6,200,1
1,1,5,2,78,"H",5,8,1,48,1,4,1,4,90,2
1,1,5,2,32,"O",6,3,1,47,1,4,1,4,420,1
1,1,5,2,32,"P",4,2,1,47,1,3,1,4,500,1
1,1,5,2,32,"P",4,2,1,48,1,3,1,4,500,1
1,1,5,2,32,"P",4,2,1,47,1,3,1,4,500,1
1,1,5,2,40,"P",4,3,1,48,1,4,2,5,170,1
1,1,5,2,36,"O",2,4,1,48,1,2,1,4,535,1
1,1,5,2,32,"H",6,3,1,47,1,2,1,4,407,1
1,1,5,2,32,"M",4,3,1,47,1,2,1,5,450,1
1,1,5,2,32,"U",5,2,1,48,1,3,1,4,250,1
1,1,5,2,38,"G",5,3,1,47,1,1,1,5,390,1
1,1,5,2,40,"C",4,3,1,47,1,1,1,4,200,1
1,1,5,2,46,"F",1,2,1,48,1,1,2,5,400,1
1,1,5,3,40,"N",2,8,1,48,1,1,2,4,160,2
1,1,5,1,40,"C",5,2,1,48,1,1,1,5,410,1
1,1,5,1,40,"H",4,7,1,47,1,4,1,4,500,1
1,1,5,1,60,"C",5,7,1,47,1,3,1,4,350,1
1,1,5,2,44,"O",3,3,1,48,1,4,1,4,450,1
1,1,5,2,32,"C",5,2,1,48,1,3,1,5,530,1
1,1,5,2,32,"C",6,1,1,48,1,1,1,4,550,1
1,1,5,2,32,"H",6,7,1,47,1,4,1,4,450,1
1,1,5,2,32,"N",3,3,1,48,1,4,1,5,530,1
1,1,5,2,32,"O",6,3,1,48,1,3,1,4,500,1
1,1,5,2,34,"E",4,8,1,47,1,4,1,5,450,1
1,1,5,2,34,"J",4,2,1,48,1,1,1,4,350,1
1,1,5,2,36,"C",6,2,1,47,1,2,1,5,650,1
1,1,5,2,36,"F",2,3,1,47,1,1,1,4,250,1
1,1,5,2,38,"G",3,3,2,47,1,1,1,4,200,1
1,1,5,2,40,"C",6,3,1,48,1,1,1,5,500,1
1,1,5,2,40,"F",1,2,2,47,1,1,2,4,250,1
1,1,5,2,40,"F",2,1,1,48,1,1,1,4,550,1
1,1,5,2,40,"H",6,3,1,48,1,2,1,5,520,1
1,1,5,2,40,"J",4,2,1,48,1,2,1,5,500,1
1,1,5,2,40,"J",6,7,1,48,1,3,1,4,500,1
1,1,5,2,40,"N",3,2,1,47,1,1,1,4,300,1
1,1,5,2,40,"N",3,2,1,48,1,1,2,5,450,1
1,1,5,2,40,"R",6,4,1,48,1,4,1,4,510,1
1,1,5,2,44,"C",6,8,1,47,1,3,1,5,600,1
1,1,5,2,44,"F",2,3,1,48,1,1,2,4,210,1
1,1,5,2,45,"C",6,3,1,48,1,4,1,4,530,1
1,1,5,2,48,"O",3,3,1,47,1,3,1,4,550,1
1,1,5,2,50,"C",6,3,1,47,1,4,1,5,830,1
1,1,5,2,50,"C",6,3,1,48,1,4,1,5,550,1
1,1,5,2,50,"F",3,3,1,48,1,4,2,4,350,1
1,1,5,2,50,"J",1,2,1,48,1,1,2,4,400,1
1,1,5,2,54,"O",4,4,1,47,1,2,1,4,500,1
1,1,5,2,58,"O",6,4,1,47,1,1,1,4,420,1
1,1,5,2,60,"I",1,4,2,47,1,1,1,4,180,1
1,1,5,2,32,"C",3,7,1,47,1,1,1,5,400,1
1,1,6,2,32,"J",4,3,1,48,1,1,1,5,1050,1
1,1,6,2,32,"Q",3,2,1,48,1,1,1,4,450,1
1,1,6,2,32,"Q",6,3,1,47,1,3,1,5,300,1
1,1,6,2,40,"O",4,3,1,47,1,4,1,4,500,1
1,1,6,2,52,"C",3,1,1,48,1,1,1,4,630,1
1,1,6,2,40,"C",2,7,1,48,1,1,2,4,265,1
1,1,6,2,32,"P",4,1,1,48,1,2,1,4,800,1
1,1,6,4,40,"P",4,2,1,48,1,4,1,4,500,1
1,1,6,2,40,"P",4,2,1,47,1,3,1,4,542,1
1,1,6,2,32,"P",4,2,1,48,1,3,1,4,400,1
1,1,6,2,32,"F",2,2,1,48,1,1,2,5,300,2
1,1,6,2,32,"O",6,2,1,47,1,2,1,5,600,1
1,1,6,2,34,"H",5,3,1,47,1,4,2,4,700,1
1,1,6,2,36,"J",6,2,1,48,1,1,1,5,510,1
1,1,6,2,36,"M",6,2,1,48,1,4,1,5,500,1
1,1,6,2,45,"F",2,2,1,47,1,1,2,5,650,1
1,1,7,2,45,"C",6,2,1,47,1,1,1,5,950,1
1,1,1,2,40,"F",2,9,3,46,1,1,1,2,150,2
1,1,1,4,36,"F",3,7,3,47,1,1,2,2,150,2
1,1,1,4,48,"H",4,8,1,47,1,4,1,4,250,1
1,1,2,1,18,"C",4,8,2,46,1,2,1,2,240,1
1,1,2,2,46,"C",3,7,1,47,1,1,1,4,250,2
1,1,2,2,50,"C",2,7,2,47,1,1,2,4,200,1
1,1,2,2,60,"G",3,5,1,47,1,1,1,4,300,1
1,1,2,2,62,"S",2,2,1,47,1,1,2,4,205,1
1,1,2,4,45,"F",2,7,3,47,1,1,2,2,170,2
1,1,3,1,40,"F",3,7,3,47,1,1,2,2,180,2
1,1,3,1,45,"C",6,8,1,47,1,4,1,2,610,1
1,1,3,1,50,"C",3,8,1,46,1,1,2,4,260,1
1,1,3,1,21,"F",2,7,3,46,2,1,2,2,120,2
1,1,3,2,30,"F",3,7,3,47,1,1,2,2,120,2
1,1,3,2,32,"C",5,3,1,47,1,4,1,4,390,1
1,1,3,2,32,"C",6,8,1,46,1,3,1,4,500,1
1,1,3,2,32,"J",4,3,1,46,1,4,1,4,420,1
1,1,3,2,34,"P",4,2,1,46,1,1,1,4,410,1
1,1,3,2,36,"O",6,3,1,46,1,4,1,4,410,1
1,1,3,2,38,"C",5,8,1,47,1,4,1,4,350,1
1,1,3,2,40,"C",3,8,2,47,1,1,2,4,260,2
1,1,3,2,40,"C",5,7,1,47,1,1,1,4,300,1
1,1,3,2,40,"F",3,7,1,46,1,1,2,4,300,1
1,1,3,2,40,"G",3,5,1,47,1,1,2,4,270,1
1,1,3,2,40,"K",4,5,2,47,1,2,1,6,220,2
1,1,3,2,40,"N",2,8,1,47,1,1,1,4,308,1
1,1,3,2,40,"N",3,8,1,47,1,4,1,4,150,2
1,1,3,2,40,"O",6,4,1,47,1,1,1,4,450,1
1,1,3,2,42,"F",2,7,1,47,1,1,2,4,250,2
1,1,3,2,42,"S",1,8,3,46,2,1,2,6,75,2
1,1,3,2,45,"H",2,3,1,47,1,1,2,4,280,1
1,1,3,2,48,"C",6,8,1,47,1,3,1,4,592,1
1,1,3,2,50,"F",2,7,1,47,1,1,1,4,330,1
1,1,3,2,50,"G",3,7,2,47,1,1,2,4,200,1
1,1,3,2,50,"N",2,3,1,47,1,1,2,4,380,1
1,1,3,2,50,"S",1,8,2,47,1,1,2,6,150,2
1,1,3,2,52,"H",4,9,1,47,1,4,2,4,300,1
1,1,3,2,52,"S",1,7,2,47,1,1,2,4,270,1
1,1,3,2,60,"G",1,5,2,46,1,1,2,4,160,1
1,1,3,2,63,"F",2,7,1,46,1,1,2,4,320,1
1,1,3,2,66,"O",4,4,1,46,1,1,1,4,580,1
1,1,3,2,70,"G",1,5,1,47,1,1,2,4,150,1
1,1,3,2,22,"F",1,7,3,46,2,1,1,2,200,2
1,1,3,4,56,"G",1,9,2,46,1,1,2,4,150,1
1,1,3,1,48,"F",2,7,3,47,1,2,2,2,125,2
1,1,3,2,32,"F",2,7,3,47,1,1,2,2,180,2
1,1,3,2,48,"C",1,7,3,47,1,1,2,2,160,2
1,1,3,4,34,"F",3,9,3,46,2,1,2,2,160,2
1,1,3,1,30,"F",1,9,3,47,1,1,2,2,100,2
1,1,3,1,32,"H",4,9,1,46,1,1,2,4,150,1
1,1,3,1,40,"C",1,7,2,46,1,1,2,4,160,1
1,1,3,1,46,"C",3,8,1,46,1,1,1,4,225,2
1,1,3,1,70,"G",2,7,1,47,1,1,2,4,255,1
1,1,3,1,35,"G",1,9,3,46,2,1,2,1,85,2
1,1,3,2,10,"H",4,9,1,46,1,1,2,4,140,2
1,1,3,2,27,"E",4,8,1,47,1,1,1,5,330,1
1,1,3,2,32,"C",1,8,1,47,1,1,2,2,200,1
1,1,3,2,32,"C",4,8,1,47,1,4,1,4,350,1
1,1,3,2,32,"C",5,7,1,46,1,1,1,4,350,2
1,1,3,2,32,"C",5,8,1,47,1,4,2,1,550,1
1,1,3,2,32,"C",6,3,1,46,1,1,1,5,520,1
1,1,3,2,32,"C",6,8,1,46,1,4,1,4,350,1
1,1,3,2,34,"C",3,7,2,47,1,1,2,2,300,1
1,1,3,2,35,"C",1,7,1,47,1,1,2,4,180,1
1,1,3,2,36,"C",3,7,1,46,1,1,2,4,250,1
1,1,3,2,36,"F",3,9,3,46,1,1,1,2,100,2
1,1,3,2,37,"N",4,9,1,47,1,1,1,4,330,1
1,1,3,2,38,"G",4,5,2,46,1,1,1,6,600,2
1,1,3,2,40,"C",3,7,1,47,1,1,1,4,308,1
1,1,3,2,40,"C",4,8,1,47,1,1,2,4,310,1
1,1,3,2,40,"C",4,8,1,46,1,1,2,4,410,1
1,1,3,2,40,"C",6,8,1,47,1,4,1,4,720,1
1,1,3,2,40,"F",1,3,1,47,1,1,2,4,350,1
1,1,3,2,40,"F",1,7,3,47,1,1,2,2,250,2
1,1,3,2,40,"F",4,9,1,47,1,1,2,4,250,2
1,1,3,2,40,"H",3,8,1,47,1,1,2,4,200,1
1,1,3,2,40,"O",4,4,1,46,1,1,1,4,500,1
1,1,3,2,40,"U",6,7,1,47,1,1,1,4,180,2
1,1,3,2,45,"C",1,8,1,46,1,1,2,4,300,1
1,1,3,2,45,"C",6,8,1,47,1,4,1,4,250,1
1,1,3,2,48,"C",2,7,1,47,1,1,1,4,300,1
1,1,3,2,48,"C",3,8,1,46,1,1,1,4,330,1
1,1,3,2,48,"E",4,8,1,47,1,1,1,4,250,1
1,1,3,2,48,"F",1,7,3,47,1,1,2,2,420,2
1,1,3,2,48,"F",2,7,3,46,1,1,2,2,230,2
1,1,3,2,50,"C",3,7,2,47,1,1,2,4,260,1
1,1,3,2,50,"F",1,7,2,46,1,1,2,3,200,1
1,1,3,2,50,"H",3,8,1,46,1,1,1,6,250,1
1,1,3,2,53,"C",5,9,1,47,1,2,1,4,310,1
1,1,3,2,54,"C",2,8,1,46,1,1,1,4,220,1
1,1,3,2,56,"C",4,7,1,47,1,3,1,4,370,2
1,1,3,2,56,"H",4,8,1,47,1,4,1,4,130,1
1,1,3,2,57,"C",4,7,1,46,1,1,1,4,308,1
1,1,3,2,59,"S",1,7,1,46,1,1,2,4,400,1
1,1,3,2,60,"H",4,7,1,47,1,3,1,4,250,1
1,1,3,2,61,"S",1,8,3,47,1,1,2,6,200,2
1,1,3,2,64,"H",5,3,1,46,1,2,1,4,350,1
1,1,3,2,70,"C",3,8,1,46,1,1,2,4,250,1
1,1,3,2,16,"S",2,7,3,47,2,1,2,2,140,2
1,1,3,2,0,"C",2,8,1,47,1,1,2,2,180,1
1,1,3,2,0,"G",3,5,2,46,1,1,1,4,296,1
1,1,3,3,48,"E",5,9,1,47,1,4,1,4,200,1
1,1,3,4,32,"F",5,7,1,47,1,1,1,4,200,1
1,1,3,4,32,"C",3,7,1,47,1,1,2,4,300,1
1,1,3,4,36,"F",2,7,3,47,1,1,2,2,200,2
1,1,3,4,40,"G",1,7,3,46,1,1,2,2,110,1
1,1,3,4,44,"K",1,3,1,46,1,1,2,4,150,1
1,1,3,4,44,"S",3,9,3,47,1,1,2,2,110,2
1,1,3,4,60,"C",5,9,1,47,1,4,1,4,170,1
1,1,3,4,20,"C",2,9,3,46,1,1,2,2,80,2
1,1,4,2,32,"C",6,7,1,47,1,4,1,4,720,1
1,1,4,2,36,"O",6,4,1,47,1,1,1,4,350,1
1,1,4,2,40,"P",4,3,1,46,1,4,1,4,300,1
1,1,4,2,45,"O",3,2,1,46,1,4,1,4,380,1
1,1,4,2,45,"O",6,3,1,47,1,3,1,4,572,1
1,1,4,2,54,"G",1,5,1,46,1,1,2,4,240,1
1,1,4,2,0,"G",4,1,1,46,1,4,1,5,440,2
1,1,4,3,20,"G",4,3,1,47,1,1,2,5,320,1
1,1,4,4,33,"F",5,3,1,46,1,4,1,4,470,1
1,1,4,4,68,"C",4,3,1,47,1,1,2,1,330,1
1,1,4,2,32,"C",3,5,1,46,1,1,2,5,460,1
1,1,4,2,40,"H",3,9,2,47,1,1,2,6,150,2
1,1,4,2,40,"P",6,8,1,47,1,1,1,5,450,1
1,1,4,2,32,"N",3,3,1,46,1,1,1,4,300,1
1,1,4,2,55,"H",6,8,1,46,1,1,1,4,250,2
1,1,4,1,36,"C",4,8,1,47,1,1,1,4,230,1
1,1,4,1,40,"C",3,8,1,47,1,3,1,5,600,1
1,1,4,2,44,"F",2,7,1,46,1,1,1,4,200,1
1,1,4,2,16,"L",2,1,1,46,1,1,2,4,330,2
1,1,4,2,32,"C",5,8,1,47,1,4,1,4,370,1
1,1,4,2,32,"E",4,3,1,46,1,4,2,5,542,1
1,1,4,2,32,"F",1,6,1,47,1,1,2,4,200,1
1,1,4,2,32,"F",5,7,1,47,1,1,1,4,310,1
1,1,4,2,32,"N",4,3,2,47,1,1,2,4,300,1
1,1,4,2,32,"N",5,7,1,46,1,4,1,5,450,1
1,1,4,2,38,"F",4,3,1,46,1,1,1,4,180,1
1,1,4,2,40,"C",6,8,1,47,1,3,1,4,750,1
1,1,4,2,40,"F",3,7,1,47,1,1,2,4,330,1
1,1,4,2,40,"G",3,9,1,47,1,1,1,4,280,2
1,1,4,2,40,"H",5,8,1,46,1,4,1,4,440,1
1,1,4,2,40,"R",3,2,1,47,1,4,1,4,400,1
1,1,4,2,42,"F",2,9,3,46,1,1,2,2,120,2
1,1,4,2,44,"K",3,5,2,47,1,1,1,6,170,2
1,1,4,2,45,"C",6,8,1,47,1,4,1,4,350,1
1,1,4,2,50,"F",2,2,1,47,1,1,1,5,320,1
1,1,4,2,50,"G",1,5,1,47,1,1,2,4,250,1
1,1,4,2,52,"F",1,2,1,46,1,1,2,4,300,1
1,1,4,2,76,"H",3,8,2,47,1,1,1,6,250,1
1,1,4,4,32,"N",4,7,1,47,1,4,1,4,200,1
1,1,4,1,34,"K",6,7,1,47,1,3,1,4,250,1
1,1,4,2,32,"Q",5,2,1,46,1,4,1,4,350,1
1,1,4,2,40,"Q",1,2,1,47,1,1,1,4,273,1
1,1,4,2,60,"H",4,8,1,47,1,4,1,4,159,1
1,1,5,1,40,"J",5,2,1,47,1,4,1,6,500,1
1,1,5,2,48,"J",3,3,1,47,1,4,1,4,350,1
1,1,5,2,12,"K",3,3,1,46,1,4,1,4,550,1
1,1,5,2,30,"K",5,5,2,47,1,1,1,6,700,2
1,1,5,2,32,"F",1,2,1,46,1,1,1,4,220,1
1,1,5,2,32,"K",4,1,1,46,1,1,1,4,696,1
1,1,5,2,32,"M",6,3,1,47,1,3,1,5,620,1
1,1,5,2,32,"O",4,3,1,47,1,4,1,4,400,1
1,1,5,2,34,"M",4,2,2,46,1,1,2,6,750,2
1,1,5,2,36,"J",5,2,1,46,1,2,1,5,650,1
1,1,5,2,38,"O",6,3,1,46,1,2,1,4,460,1
1,1,5,2,40,"C",4,3,1,47,1,1,1,4,260,1
1,1,5,2,40,"C",4,3,1,47,1,2,1,4,380,1
1,1,5,2,40,"F",2,9,2,47,1,2,2,2,150,2
1,1,5,2,40,"G",3,5,2,47,1,1,2,6,150,2
1,1,5,2,40,"O",3,3,1,46,1,1,1,4,600,1
1,1,5,2,40,"O",3,4,1,47,1,4,1,4,450,1
1,1,5,2,40,"O",4,4,1,46,1,4,1,4,370,1
1,1,5,2,40,"O",6,3,1,46,1,3,1,4,420,1
1,1,5,2,40,"P",3,3,1,46,1,1,1,4,500,1
1,1,5,2,46,"M",6,3,1,47,1,2,1,5,790,1
1,1,5,2,48,"C",2,3,1,47,1,1,2,5,338,1
1,1,5,2,48,"J",6,2,1,47,1,4,1,4,610,1
1,1,5,2,50,"E",4,8,1,47,1,3,2,4,220,2
1,1,5,2,50,"F",2,3,1,47,1,1,1,4,600,1
1,1,5,2,50,"M",3,2,1,47,1,1,2,5,500,1
1,1,5,2,51,"K",4,3,1,47,1,1,1,5,600,1
1,1,5,2,52,"C",6,2,1,46,1,1,1,5,580,1
1,1,5,2,52,"O",6,3,1,46,1,3,1,4,340,1
1,1,5,2,54,"G",4,2,1,46,1,1,1,5,833,1
1,1,5,2,55,"I",1,5,2,47,1,1,2,4,250,1
1,1,5,2,60,"G",1,5,1,47,1,1,2,4,400,1
1,1,5,2,60,"K",6,3,1,47,1,4,1,4,600,1
1,1,5,2,40,"C",6,2,1,47,1,3,1,5,350,1
1,1,5,2,40,"Q",6,2,1,46,1,4,1,4,450,1
1,1,5,2,32,"A",1,9,2,47,1,1,1,4,100,1
1,1,5,2,36,"C",4,3,1,47,1,1,1,4,375,1
1,1,5,2,45,"Q",2,2,1,47,1,1,2,4,350,1
1,1,5,2,32,"P",3,1,1,47,1,4,1,4,430,1
1,1,5,2,0,"P",4,2,1,46,1,3,1,4,400,1
1,1,5,2,32,"O",6,3,1,46,1,4,1,4,517,1
1,1,5,2,40,"G",3,2,1,47,1,1,1,4,550,1
1,1,5,2,42,"M",2,2,1,46,1,1,1,5,280,1
1,1,5,2,44,"C",6,3,1,47,1,2,1,5,600,1
1,1,5,2,45,"J",6,2,1,47,1,1,1,5,800,1
1,1,5,2,50,"G",1,5,1,47,1,1,2,4,200,1
1,1,5,2,50,"G",4,1,1,47,1,1,1,5,400,1
1,1,5,2,55,"C",6,7,1,47,1,4,1,4,450,1
1,1,5,2,56,"C",3,3,1,46,1,1,1,5,350,1
1,1,5,1,36,"F",3,2,1,47,1,1,1,5,350,1
1,1,5,1,42,"J",5,2,1,46,1,4,2,5,300,1
1,1,5,2,32,"C",5,3,1,47,1,4,1,5,400,1
1,1,5,2,32,"C",6,2,1,46,1,2,1,5,610,1
1,1,5,2,32,"C",6,8,1,47,1,4,1,4,650,1
1,1,5,2,32,"D",5,3,1,47,1,4,1,4,900,1
1,1,5,2,32,"E",3,8,1,47,1,4,1,4,250,1
1,1,5,2,32,"G",3,2,1,47,1,4,1,5,480,1
1,1,5,2,32,"G",3,3,1,47,1,1,1,5,540,1
1,1,5,2,32,"K",4,3,1,47,1,1,1,4,400,1
1,1,5,2,32,"M",6,2,1,47,1,2,1,5,500,1
1,1,5,2,32,"M",6,2,1,47,1,2,1,5,833,1
1,1,5,2,32,"O",6,3,1,46,1,3,1,4,500,1
1,1,5,2,33,"C",6,2,1,47,1,4,1,4,430,1
1,1,5,2,36,"C",6,8,1,47,1,4,1,5,800,1
1,1,5,2,36,"G",2,5,1,47,1,1,2,5,500,1
1,1,5,2,36,"H",6,7,1,47,1,4,1,4,500,1
1,1,5,2,36,"M",5,2,1,46,1,4,1,4,377,1
1,1,5,2,36,"M",6,3,1,46,1,2,1,5,900,1
1,1,5,2,36,"S",3,3,1,46,1,1,2,5,600,2
1,1,5,2,40,"F",4,7,2,47,1,1,2,2,250,2
1,1,5,2,40,"M",2,2,1,47,1,1,1,5,900,1
1,1,5,2,40,"N",3,4,1,47,1,1,2,4,280,1
