"city","sex","edu","married","age","worktime","ind","size","occ","status","fulltime","union","train","paytype","income","regular"
1,1,2,2,58,96,"N",1,9,1,1,1,1,4,160,2
1,1,2,2,59,10,"F",3,9,3,2,1,2,1,30,2
1,1,2,2,59,0,"C",5,9,1,1,2,1,4,200,1
1,1,2,4,59,40,"N",4,9,3,1,1,2,2,150,2
1,1,2,4,59,48,"G",2,9,2,1,1,1,4,150,1
1,1,2,4,58,36,"A",1,6,2,2,1,2,4,175,2
1,1,2,2,59,40,"C",6,7,1,1,4,1,4,350,1
1,1,2,2,59,40,"C",6,8,1,1,4,1,4,750,1
1,1,2,4,59,25,"F",3,7,3,1,1,2,2,180,2
1,1,3,1,59,63,"I",1,9,2,1,1,2,2,180,1
1,1,3,2,59,8,"F",2,7,3,1,1,2,2,150,2
1,1,3,2,59,16,"C",6,8,1,1,4,1,5,1100,1
1,1,3,2,58,32,"C",3,1,1,1,1,1,4,450,1
1,1,3,2,59,32,"C",4,1,1,1,1,2,4,900,1
1,1,3,2,58,32,"C",4,8,1,1,1,2,4,298,1
1,1,3,2,58,32,"C",6,8,1,1,1,1,4,300,1
1,1,3,2,58,32,"C",6,8,1,1,4,1,4,750,1
1,1,3,2,59,32,"D",3,3,1,1,2,1,5,390,2
1,1,3,2,59,32,"F",2,9,3,1,1,1,2,630,2
1,1,3,2,59,32,"F",4,7,1,1,1,1,4,320,1
1,1,3,2,59,32,"G",4,2,2,1,2,1,6,200,2
1,1,3,2,58,32,"P",4,3,1,1,1,1,4,320,1
1,1,3,2,58,36,"C",1,8,1,1,1,2,4,540,1
1,1,3,2,58,36,"C",3,9,1,1,1,1,4,450,1
1,1,3,2,59,36,"F",4,3,1,1,1,1,5,480,1
1,1,3,2,58,36,"F",5,7,3,1,1,2,2,250,2
1,1,3,2,59,36,"L",1,9,1,1,1,1,4,250,1
1,1,3,2,59,36,"O",2,4,1,1,3,1,4,500,1
1,1,3,2,59,36,"S",1,8,3,1,1,2,6,60,2
1,1,3,2,59,36,"S",1,9,2,1,1,2,2,150,1
1,1,3,2,58,38,"O",2,1,1,1,1,1,4,420,1
1,1,3,2,59,40,"C",3,8,2,1,1,2,2,300,2
1,1,3,2,59,40,"C",6,7,1,1,2,1,4,250,1
1,1,3,2,58,40,"F",2,7,3,1,1,2,2,300,2
1,1,3,2,58,40,"G",2,9,1,1,1,1,5,180,1
1,1,3,2,59,40,"L",1,2,2,1,1,2,6,100,1
1,1,3,2,59,40,"N",2,9,1,1,1,1,4,190,1
1,1,3,2,58,40,"O",4,3,1,1,4,1,4,490,1
1,1,3,2,59,43,"C",3,3,1,1,1,2,4,440,1
1,1,3,2,59,44,"F",3,7,3,1,1,2,2,230,2
1,1,3,2,59,45,"C",4,8,2,1,1,2,4,260,2
1,1,3,2,59,45,"G",3,9,2,1,1,2,6,180,2
1,1,3,2,58,45,"N",4,8,1,1,1,1,4,220,2
1,1,3,2,59,48,"C",4,8,1,1,4,1,5,493,1
1,1,3,2,58,48,"C",6,7,1,1,4,1,4,450,1
1,1,3,2,59,48,"M",4,7,1,1,1,1,4,200,2
1,1,3,2,59,50,"F",2,9,3,1,1,2,2,218,2
1,1,3,2,58,50,"H",4,8,1,1,1,1,4,180,1
1,1,3,2,59,52,"F",3,7,2,1,1,2,4,450,2
1,1,3,2,59,55,"G",1,5,2,1,1,2,6,230,1
1,1,3,2,58,55,"P",4,2,1,1,1,2,4,180,1
1,1,3,2,59,72,"C",4,7,1,1,1,1,4,350,2
1,1,3,2,59,12,"N",1,9,3,2,1,2,2,60,2
1,1,3,4,58,40,"S",1,8,2,1,1,2,6,100,2
1,1,3,4,58,48,"O",6,9,1,1,3,1,4,400,1
1,1,3,2,59,44,"S",3,7,1,1,1,1,4,250,1
1,1,3,2,58,5,"G",1,9,3,2,1,2,6,15,2
1,1,3,3,58,32,"N",2,7,3,1,1,2,2,150,2
1,1,3,2,59,16,"C",4,8,1,1,4,2,4,200,1
1,1,3,2,59,32,"C",2,7,1,1,4,1,5,315,1
1,1,3,2,58,32,"C",3,8,1,1,1,2,4,115,1
1,1,3,2,59,32,"C",4,7,1,1,1,1,4,320,1
1,1,3,2,58,32,"C",4,9,1,1,1,1,4,290,2
1,1,3,2,59,32,"G",2,3,1,1,1,1,4,360,1
1,1,3,2,59,32,"G",3,3,1,1,4,1,5,400,1
1,1,3,2,59,32,"H",6,7,1,1,4,1,4,400,1
1,1,3,2,58,32,"L",2,1,1,1,1,2,4,200,2
1,1,3,2,58,32,"O",3,9,2,1,2,1,4,130,2
1,1,3,2,58,32,"O",6,3,1,1,1,1,5,600,1
1,1,3,2,58,40,"C",3,1,1,1,1,1,4,200,1
1,1,3,2,58,40,"C",4,8,1,1,1,1,5,320,2
1,1,3,2,58,40,"C",6,3,1,1,1,1,4,180,1
1,1,3,2,58,40,"C",6,7,1,1,4,1,4,850,1
1,1,3,2,59,40,"C",6,8,1,1,3,1,4,750,1
1,1,3,2,59,40,"E",5,8,2,1,1,2,4,280,1
1,1,3,2,58,40,"F",3,7,1,1,4,1,4,350,1
1,1,3,2,59,40,"H",6,8,1,1,4,1,4,320,1
1,1,3,2,59,40,"J",4,9,1,1,4,1,5,480,1
1,1,3,2,59,40,"L",2,2,2,1,1,1,6,270,2
1,1,3,2,59,40,"N",1,6,1,1,1,2,4,158,1
1,1,3,2,59,40,"N",1,7,3,1,1,2,2,180,2
1,1,3,2,59,40,"N",5,9,1,1,4,1,4,205,2
1,1,3,2,58,45,"H",4,9,1,1,2,1,4,300,1
1,1,3,2,59,45,"J",4,9,1,1,4,1,4,420,1
1,1,3,2,59,48,"C",6,8,1,1,3,1,4,520,1
1,1,3,2,58,48,"F",2,5,1,1,1,1,4,460,1
1,1,3,2,59,48,"H",4,8,1,1,1,2,4,200,1
1,1,3,2,58,48,"M",4,3,1,1,1,1,5,500,1
1,1,3,2,58,50,"H",5,8,1,1,4,1,4,280,1
1,1,3,2,59,52,"C",4,8,1,1,1,2,4,275,1
1,1,3,2,59,54,"N",2,5,1,1,1,1,4,500,1
1,1,3,2,59,58,"O",1,4,1,1,1,1,4,500,1
1,1,3,2,59,60,"C",6,7,1,1,4,1,4,600,1
1,1,3,2,59,60,"H",4,8,1,1,3,1,6,150,1
1,1,3,2,59,70,"L",1,9,2,1,1,2,4,200,1
1,1,3,2,58,72,"H",5,8,2,1,1,1,6,200,2
1,1,3,2,58,0,"O",6,3,1,1,4,1,5,740,1
1,1,3,3,59,45,"F",2,9,3,1,1,1,2,250,2
1,1,3,4,59,36,"F",2,9,3,1,1,2,2,140,2
1,1,3,4,59,42,"C",3,8,1,1,1,2,5,375,1
1,1,3,4,58,50,"F",3,9,3,1,2,1,2,210,2
1,1,3,4,59,50,"H",4,8,1,1,4,1,6,120,1
1,1,3,4,59,32,"F",1,7,3,1,1,2,2,100,2
1,1,3,2,59,40,"F",2,9,3,1,1,2,2,150,2
1,1,3,2,59,45,"H",5,8,1,1,4,1,1,275,1
1,1,4,1,58,58,"N",4,8,2,1,1,1,4,140,1
1,1,4,2,59,32,"C",6,8,1,1,2,1,4,690,1
1,1,4,2,59,40,"K",3,3,2,1,1,1,6,600,1
1,1,4,2,59,50,"H",4,8,1,1,4,1,4,450,1
1,1,4,2,59,32,"P",4,3,1,1,1,1,4,300,1
1,1,4,2,59,32,"P",4,9,1,1,1,1,4,130,2
1,1,4,2,59,40,"F",2,7,3,1,1,1,2,310,2
1,1,4,2,59,40,"O",5,4,1,1,1,1,4,400,1
1,1,4,2,59,52,"S",4,8,1,1,1,1,4,280,1
1,1,4,2,59,59,"R",3,9,2,1,1,2,4,210,1
1,1,4,2,58,60,"C",6,8,1,1,4,1,5,305,1
1,1,5,2,59,32,"C",6,3,1,1,4,1,4,300,1
1,1,5,2,58,32,"H",2,1,1,1,1,1,4,500,1
1,1,5,2,58,32,"H",3,3,1,1,1,2,4,300,1
1,1,5,2,59,40,"C",1,8,1,1,1,2,4,120,1
1,1,5,2,59,40,"C",6,2,1,1,2,1,5,450,1
1,1,5,2,59,40,"G",3,5,2,1,1,2,6,250,1
1,1,5,2,59,40,"N",5,8,1,1,2,1,4,150,2
1,1,5,2,59,40,"O",3,3,1,1,4,1,4,560,1
1,1,5,2,59,45,"K",2,1,1,1,1,1,4,400,1
1,1,5,2,59,46,"S",1,2,1,1,1,1,4,430,1
1,1,5,2,59,48,"G",1,5,2,1,1,2,4,60,2
1,1,5,2,59,48,"G",3,5,2,1,1,1,6,260,2
1,1,5,2,59,50,"C",5,3,1,1,1,1,4,300,1
1,1,5,2,59,5,"G",1,9,3,2,1,2,1,20,2
1,1,5,4,58,48,"G",1,5,2,1,1,2,1,100,1
1,1,5,2,59,0,"O",3,2,1,1,2,1,4,530,1
1,1,5,2,59,48,"F",2,7,3,1,1,2,2,200,2
1,1,5,2,58,32,"P",4,1,1,1,2,1,4,800,1
1,1,5,2,58,32,"E",3,1,1,1,1,2,4,300,1
1,1,5,2,59,32,"F",2,1,1,1,1,2,4,400,1
1,1,5,2,58,32,"N",4,3,1,1,1,2,5,200,2
1,1,5,2,58,32,"O",3,3,1,1,3,1,4,580,1
1,1,5,2,59,45,"C",4,3,1,1,1,1,4,400,1
1,1,5,1,58,48,"I",2,4,1,1,1,1,4,250,1
1,1,5,2,58,16,"O",6,3,1,1,1,1,5,700,1
1,1,5,2,58,32,"C",3,3,1,1,1,2,4,265,1
1,1,5,2,59,32,"C",6,3,1,1,4,1,4,750,1
1,1,5,2,58,32,"H",2,3,1,1,1,2,3,400,1
1,1,5,2,59,32,"M",2,2,1,1,1,1,5,505,1
1,1,5,2,58,32,"O",3,2,1,1,2,1,5,600,1
1,1,5,2,58,32,"O",4,3,1,1,3,1,4,600,1
1,1,5,2,58,32,"O",6,3,1,1,2,1,5,700,1
1,1,5,2,59,32,"P",4,2,1,1,1,1,5,440,2
1,1,5,2,58,33,"F",3,2,1,1,1,2,4,300,2
1,1,5,2,59,36,"C",3,3,1,1,1,1,5,600,1
1,1,5,2,59,36,"C",3,3,1,1,1,1,4,300,1
1,1,5,2,59,36,"C",5,1,1,1,2,2,5,1400,1
1,1,5,2,59,40,"C",6,3,1,1,3,1,4,600,1
1,1,5,2,59,40,"F",3,1,1,1,1,2,4,230,1
1,1,5,2,58,40,"F",5,2,1,1,3,1,5,500,1
1,1,5,2,58,40,"F",5,3,1,1,3,1,5,270,1
1,1,5,2,59,40,"O",6,3,1,1,4,1,4,480,1
1,1,5,2,59,45,"C",5,1,1,1,1,1,5,1000,1
1,1,5,2,59,48,"J",3,2,1,1,1,1,5,410,1
1,1,5,2,59,50,"P",1,8,2,1,1,2,4,180,2
1,1,5,2,58,96,"O",6,3,1,1,1,1,4,350,1
1,1,5,2,59,16,"C",3,2,1,2,1,2,4,120,2
1,1,5,2,59,0,"F",2,7,2,1,1,1,4,200,2
1,1,5,3,59,45,"F",5,1,1,1,1,2,4,280,2
1,1,5,2,59,40,"I",3,9,1,1,1,2,4,250,1
1,1,6,2,59,32,"O",3,1,1,1,1,1,4,400,1
1,1,6,2,59,40,"J",4,1,1,1,1,1,4,500,1
1,1,6,2,58,52,"S",1,2,1,1,1,2,4,300,1
1,1,6,2,59,0,"O",3,3,1,1,3,1,4,500,1
1,1,6,2,59,28,"S",1,2,1,2,1,2,4,60,2
1,1,6,4,58,30,"P",5,2,1,1,1,1,5,336,2
1,1,6,2,58,16,"P",4,1,1,1,2,1,4,753,1
1,1,6,2,58,40,"P",5,2,1,1,4,1,4,600,1
1,1,6,2,59,0,"O",6,2,1,1,2,1,4,500,1
1,1,6,2,58,32,"F",4,1,1,1,1,1,5,1000,1
1,1,6,2,59,32,"M",3,2,1,1,1,1,4,300,1
1,1,6,2,58,32,"P",5,2,1,1,3,1,4,700,1
1,1,7,2,58,32,"P",5,2,1,1,1,1,5,800,1
1,1,7,2,59,40,"P",5,2,1,1,4,1,4,700,1
1,1,7,2,59,32,"Q",6,2,1,1,2,1,5,460,1
1,1,7,2,59,32,"M",6,3,1,1,3,1,5,650,1
1,1,7,2,58,32,"Q",6,2,1,1,3,1,4,900,1
1,1,0,4,57,14,"G",1,9,3,2,1,2,6,10,2
1,1,1,2,57,32,"B",6,7,1,1,4,1,4,400,1
1,1,1,2,57,33,"F",3,7,2,1,1,2,4,300,1
1,1,1,2,57,37,"C",3,8,1,1,1,1,4,350,1
1,1,1,2,58,40,"F",1,7,3,1,1,2,2,200,2
1,1,1,2,58,40,"F",2,9,3,1,1,2,2,70,2
1,1,1,2,58,40,"N",3,7,3,1,1,2,2,150,2
1,1,1,2,57,45,"C",1,8,1,1,1,1,1,180,1
1,1,1,2,58,45,"H",5,8,1,1,4,1,5,270,1
1,1,1,2,57,58,"C",1,8,1,1,1,1,4,300,1
1,1,1,2,57,66,"H",5,8,1,1,4,2,5,270,1
1,1,1,4,58,40,"F",2,7,3,1,1,2,2,100,2
1,1,1,4,57,27,"I",2,9,2,2,1,2,4,100,2
1,1,1,2,58,8,"F",3,7,3,1,1,2,2,160,2
1,1,2,1,58,32,"F",4,7,2,1,1,1,4,230,1
1,1,2,2,57,18,"F",2,7,3,1,1,2,2,200,2
1,1,2,2,58,32,"H",4,9,1,1,1,2,5,260,1
1,1,2,2,57,36,"F",3,7,3,1,1,2,2,140,2
1,1,2,2,57,38,"C",2,8,1,1,1,1,1,300,1
1,1,2,2,57,40,"F",1,7,3,1,1,2,2,300,2
1,1,2,2,58,45,"C",2,8,1,1,1,1,4,250,2
1,1,2,2,57,45,"F",1,7,3,1,1,2,2,200,2
1,1,2,2,58,47,"F",2,7,1,1,1,1,4,350,1
1,1,2,2,58,48,"C",6,8,1,1,4,1,4,750,1
1,1,2,2,58,50,"F",5,9,2,1,1,2,2,50,1
1,1,2,2,58,54,"H",5,8,1,1,4,1,4,250,1
1,1,2,2,57,57,"S",2,7,1,1,1,2,4,250,1
1,1,2,2,57,58,"N",1,9,3,1,1,2,2,200,2
1,1,2,2,58,24,"F",2,7,3,2,1,2,2,171,2
1,1,2,2,58,26,"F",2,9,3,1,1,2,2,100,2
1,1,2,3,58,36,"F",1,7,3,1,1,2,2,350,2
1,1,2,4,58,16,"F",2,9,3,1,1,2,2,150,2
1,1,2,4,58,40,"F",2,7,3,1,1,2,2,300,2
1,1,2,4,58,24,"F",1,7,3,1,1,2,2,100,2
1,1,3,2,57,83,"N",5,8,1,1,4,1,4,445,2
1,1,3,2,57,27,"F",2,7,3,1,1,2,2,50,2
1,1,3,2,58,32,"C",1,3,1,1,1,2,4,165,1
1,1,3,2,58,32,"C",2,7,1,1,1,2,4,230,1
1,1,3,2,58,32,"C",4,1,1,1,2,1,4,500,1
1,1,3,2,58,32,"C",4,2,1,1,1,1,4,1000,1
1,1,3,2,57,32,"E",5,3,1,1,4,1,4,570,1
1,1,3,2,58,32,"H",5,8,1,1,4,1,2,360,1
1,1,3,2,58,32,"N",4,9,2,1,1,2,4,200,1
1,1,3,2,58,32,"O",6,3,1,1,4,1,4,390,1
1,1,3,2,58,32,"P",3,8,1,1,1,2,4,165,1
1,1,3,2,58,33,"C",3,8,1,1,1,1,4,370,1
1,1,3,2,58,36,"C",3,8,1,1,1,2,4,250,1
1,1,3,2,58,36,"D",4,3,1,1,4,1,4,500,1
1,1,3,2,58,36,"F",1,7,3,1,1,2,2,200,2
1,1,3,2,58,37,"F",1,7,1,1,1,2,4,250,1
1,1,3,2,58,37,"H",3,2,1,1,2,1,4,800,1
1,1,3,2,58,40,"B",6,7,1,1,4,1,4,320,1
1,1,3,2,57,40,"C",2,8,1,1,4,1,4,320,1
1,1,3,2,58,40,"C",6,8,1,1,4,1,4,350,1
1,1,3,2,57,40,"F",1,7,3,1,1,2,2,200,2
1,1,3,2,58,40,"G",3,3,1,1,1,1,4,250,1
1,1,3,2,58,40,"H",5,8,1,1,4,1,4,250,1
1,1,3,2,58,40,"N",5,4,1,1,4,1,4,500,1
1,1,3,2,57,40,"Q",6,7,1,1,4,1,4,500,1
1,1,3,2,58,41,"H",5,8,1,1,4,1,4,310,1
1,1,3,2,58,45,"C",3,8,1,1,1,2,4,255,1
1,1,3,2,58,45,"C",6,8,1,1,4,1,4,380,1
1,1,3,2,58,45,"H",5,8,1,1,4,1,4,250,1
1,1,3,2,57,45,"Q",6,8,1,1,4,1,4,460,1
1,1,3,2,57,45,"S",2,2,2,1,1,2,4,150,1
1,1,3,2,58,46,"F",4,7,3,1,1,2,2,200,2
1,1,3,2,58,47,"F",3,7,1,1,1,2,2,260,1
1,1,3,2,57,48,"C",4,3,1,1,1,2,1,200,1
1,1,3,2,57,50,"C",2,8,1,1,1,2,4,300,1
1,1,3,2,57,50,"C",6,8,1,1,4,1,4,550,1
1,1,3,2,57,50,"F",4,7,1,1,4,2,4,450,1
1,1,3,2,57,50,"G",1,9,2,1,1,2,4,200,1
1,1,3,2,58,50,"I",2,4,1,1,1,2,4,200,1
1,1,3,2,58,50,"Q",6,9,1,1,1,1,4,180,2
1,1,3,2,58,52,"C",4,8,1,1,1,2,4,250,1
1,1,3,2,58,54,"S",3,7,1,1,1,2,4,340,1
1,1,3,2,58,60,"I",2,4,1,1,1,2,4,250,1
1,1,3,2,58,24,"F",2,9,3,1,1,2,2,150,2
1,1,3,3,57,72,"H",5,8,1,1,3,1,4,180,2
1,1,3,3,58,36,"N",2,9,3,1,1,2,2,150,2
1,1,3,4,58,12,"H",3,8,2,1,1,1,4,150,1
1,1,3,4,57,32,"C",6,8,1,1,4,1,4,480,1
1,1,3,4,57,40,"F",3,2,2,1,1,2,4,200,1
1,1,3,4,57,40,"F",3,9,3,1,1,2,2,180,2
1,1,3,4,58,48,"F",3,9,3,1,1,2,2,200,2
1,1,3,4,58,70,"H",4,9,2,1,1,2,6,300,2
1,1,3,4,58,30,"G",2,5,3,2,1,2,1,100,2
1,1,3,4,57,10,"G",1,9,3,2,1,2,2,60,2
1,1,3,2,58,36,"F",1,7,3,1,1,2,2,200,2
1,1,3,2,58,8,"F",5,3,1,1,1,1,4,240,2
1,1,3,2,58,18,"C",5,3,1,1,4,1,4,500,1
1,1,3,2,58,24,"F",3,7,3,1,1,1,2,300,2
1,1,3,2,58,32,"C",5,8,1,1,1,1,4,300,1
1,1,3,2,57,32,"C",6,7,1,1,4,1,5,510,1
1,1,3,2,58,32,"C",6,7,1,1,4,1,4,270,1
1,1,3,2,58,32,"C",6,8,1,1,4,1,4,700,1
1,1,3,2,58,32,"E",4,3,1,1,3,1,4,560,1
1,1,3,2,58,32,"F",3,7,2,1,1,2,2,420,1
1,1,3,2,58,32,"P",2,1,1,1,1,2,4,300,1
1,1,3,2,57,32,"Q",2,3,1,1,1,1,4,380,1
1,1,3,2,58,32,"F",2,7,3,1,1,2,2,440,2
1,1,3,2,58,32,"F",3,9,2,1,1,2,4,300,2
1,1,3,2,58,36,"C",6,8,1,1,4,1,4,465,1
1,1,3,2,57,37,"C",3,8,1,1,1,1,4,300,1
1,1,3,2,57,39,"R",4,6,1,1,1,1,4,170,1
1,1,3,2,58,40,"C",5,2,1,1,4,1,2,250,1
1,1,3,2,58,40,"C",5,8,1,1,1,1,4,180,1
1,1,3,2,58,40,"C",6,8,1,1,3,1,5,300,1
1,1,3,2,57,40,"C",6,8,1,1,4,1,4,500,1
1,1,3,2,58,40,"E",4,8,1,1,1,1,4,250,1
1,1,3,2,58,40,"F",1,7,3,1,1,2,2,130,2
1,1,3,2,57,40,"F",3,8,2,1,1,2,2,100,2
1,1,3,2,58,40,"F",3,9,3,1,1,2,2,200,2
1,1,3,2,58,40,"F",5,7,2,1,1,2,2,370,2
1,1,3,2,58,40,"H",3,3,1,1,2,1,5,500,1
1,1,3,2,58,40,"H",3,3,1,1,1,1,5,400,2
1,1,3,2,57,40,"H",4,7,1,1,4,1,5,500,1
1,1,3,2,58,40,"H",6,7,1,1,4,1,5,500,1
1,1,3,2,58,40,"N",3,7,2,1,1,2,4,180,2
1,1,3,2,58,40,"N",4,9,2,1,1,1,2,180,2
1,1,3,2,57,40,"Q",5,9,2,1,1,2,4,120,2
1,1,3,2,58,42,"F",2,7,1,1,1,2,4,300,1
1,1,3,2,58,44,"R",3,8,1,1,4,1,4,300,1
1,1,3,2,58,45,"C",3,7,1,1,1,2,4,160,1
1,1,3,2,57,45,"C",4,3,1,1,1,1,4,300,1
1,1,3,2,57,45,"C",6,8,1,1,4,1,4,500,1
1,1,3,2,58,45,"F",3,7,1,1,4,2,4,450,1
1,1,3,2,57,45,"H",4,8,1,1,1,1,4,250,1
1,1,3,2,58,48,"H",4,9,1,1,4,2,4,320,1
1,1,3,2,57,48,"H",5,8,1,1,4,1,4,350,1
1,1,3,2,57,48,"H",6,9,3,1,4,1,6,411,1
1,1,3,2,58,50,"C",4,9,2,1,1,2,4,300,1
1,1,3,2,58,50,"F",2,3,1,1,1,2,4,350,1
1,1,3,2,58,50,"G",1,2,2,1,1,2,6,80,1
1,1,3,2,57,50,"H",3,8,2,1,4,1,1,325,1
1,1,3,2,57,50,"H",4,8,1,1,1,2,4,300,1
1,1,3,2,58,51,"F",2,7,3,1,1,2,2,400,2
1,1,3,2,58,54,"F",1,7,1,1,1,2,4,400,1
1,1,3,2,58,60,"F",2,8,1,1,1,1,4,250,1
1,1,3,2,58,60,"H",4,8,1,1,4,1,4,180,1
1,1,3,2,58,66,"C",5,8,1,1,3,1,4,320,1
1,1,3,2,58,68,"H",5,8,2,1,1,1,4,250,1
1,1,3,2,58,11,"Q",1,4,2,2,1,1,4,55,2
1,1,3,3,58,47,"S",3,7,1,1,1,2,4,237,1
1,1,3,3,58,49,"H",5,8,1,1,4,1,4,350,1
1,1,3,4,57,48,"F",2,7,2,1,1,2,4,320,1
1,1,3,4,57,60,"C",4,8,1,1,1,2,4,200,1
1,1,3,4,57,0,"G",4,3,1,1,1,2,4,210,1
1,1,4,2,58,32,"C",4,8,1,1,4,1,4,450,1
1,1,4,2,57,32,"N",6,3,1,1,3,1,5,400,1
1,1,4,2,57,40,"C",2,1,1,1,1,1,4,500,1
1,1,4,2,58,40,"C",3,3,1,1,1,2,4,300,1
1,1,4,2,58,64,"R",4,4,1,1,1,2,5,194,2
1,1,4,2,58,38,"C",2,7,1,1,1,2,4,900,1
1,1,4,2,58,40,"C",4,1,1,1,1,2,4,350,1
1,1,4,2,57,48,"H",6,3,1,1,1,1,4,400,1
1,1,4,3,58,45,"F",3,3,1,1,1,2,4,180,1
1,1,4,2,57,32,"C",6,3,1,1,2,1,4,500,1
1,1,4,2,57,32,"L",3,3,1,1,1,1,4,399,1
1,1,4,2,57,36,"C",5,3,1,1,4,2,4,250,1
1,1,4,2,57,40,"C",6,8,1,1,3,1,4,720,1
1,1,4,2,58,40,"M",2,2,1,1,1,1,5,400,2
1,1,4,2,57,40,"M",3,2,1,1,1,1,4,360,1
1,1,4,2,57,45,"C",6,8,1,1,2,1,4,450,1
1,1,4,4,58,32,"C",6,8,1,1,3,1,4,800,1
1,1,5,2,58,59,"N",1,9,2,1,1,1,4,200,2
1,1,5,2,58,16,"P",5,2,1,1,1,1,4,516,1
1,1,5,2,57,32,"C",5,1,1,1,1,1,5,1000,1
1,1,5,2,58,32,"G",4,3,1,1,1,2,4,450,1
1,1,5,2,57,32,"J",3,3,1,1,4,1,5,750,1
1,1,5,2,57,32,"K",4,1,1,1,4,1,4,450,1
1,1,5,2,57,32,"M",3,2,1,1,1,1,5,400,1
1,1,5,2,58,32,"M",3,3,1,1,1,2,5,300,2
1,1,5,2,57,32,"M",4,2,1,1,2,1,5,300,1
1,1,5,2,57,32,"O",3,2,1,1,1,1,5,790,2
1,1,5,2,58,32,"O",4,8,1,1,2,1,5,450,1
1,1,5,2,57,32,"O",6,2,1,1,2,1,5,600,1
1,1,5,2,58,32,"O",6,4,1,1,1,1,5,700,1
1,1,5,2,57,36,"F",2,7,3,1,1,2,2,250,2
1,1,5,2,58,40,"F",2,3,1,1,1,2,5,800,1
1,1,5,2,58,40,"F",6,2,1,1,2,1,5,750,1
1,1,5,2,58,40,"O",5,4,1,1,2,1,4,548,1
1,1,5,2,57,40,"S",1,8,3,1,1,2,6,70,2
1,1,5,2,58,44,"C",4,3,1,1,1,2,4,259,1
1,1,5,2,58,45,"C",6,8,1,1,3,1,4,678,1
1,1,5,2,58,48,"C",2,1,1,1,1,1,4,500,1
1,1,5,2,58,51,"C",1,3,1,1,1,2,4,350,1
1,1,5,2,57,54,"G",1,5,2,1,1,1,4,150,1
1,1,5,2,58,54,"R",3,8,1,1,1,2,5,300,1
1,1,5,4,57,32,"C",3,8,1,1,4,1,4,260,1
1,1,5,4,58,32,"E",4,9,1,1,1,1,1,130,2
1,1,5,4,57,40,"N",3,1,1,1,1,2,4,410,2
1,1,5,4,57,50,"S",3,8,1,1,1,1,6,280,2
1,1,5,4,57,54,"F",3,2,1,1,1,2,4,360,1
1,1,5,2,58,32,"P",4,2,1,1,3,1,4,450,1
1,1,5,2,57,32,"G",4,3,1,1,1,2,5,800,1
1,1,5,2,57,32,"K",5,3,1,1,4,2,4,550,1
1,1,5,2,58,32,"K",6,3,1,1,2,1,4,500,2
1,1,5,2,57,32,"M",3,2,1,1,3,1,4,650,1
1,1,5,2,57,39,"G",3,5,1,1,4,1,6,600,1
1,1,5,2,57,40,"P",4,2,1,1,3,1,4,480,1
1,1,5,2,57,47,"C",3,3,1,1,1,2,4,280,1
1,1,5,2,57,32,"C",3,3,1,1,1,2,4,259,1
1,1,5,2,57,32,"C",4,1,1,1,1,1,5,1700,1
1,1,5,2,57,32,"C",6,1,1,1,2,1,5,700,1
1,1,5,2,58,32,"C",6,3,1,1,2,1,5,950,1
1,1,5,2,58,32,"F",2,2,1,1,1,2,4,450,1
1,1,5,2,58,32,"M",3,2,1,1,1,1,4,500,1
1,1,5,2,58,32,"O",6,3,1,1,4,1,4,501,1
1,1,5,2,58,32,"P",4,2,1,1,4,1,4,600,1
1,1,5,2,58,32,"P",5,8,1,1,1,1,4,220,1
1,1,5,2,58,33,"A",4,8,1,1,2,1,5,520,1
1,1,5,2,58,34,"C",3,3,1,1,1,2,4,320,1
1,1,5,2,58,37,"P",5,2,1,1,4,1,4,850,1
1,1,5,2,58,40,"G",5,2,1,1,2,1,5,150,1
1,1,5,2,58,40,"H",2,3,1,1,1,2,4,350,1
1,1,5,2,58,40,"H",4,3,1,1,4,1,4,480,1
1,1,5,2,58,40,"O",6,2,1,1,3,1,4,560,1
1,1,5,2,57,43,"M",3,2,1,1,1,2,4,500,1
1,1,5,2,58,45,"N",3,3,1,1,1,2,4,300,1
1,1,5,2,58,48,"F",2,7,1,1,1,1,5,500,2
1,1,5,2,58,48,"N",3,9,1,1,1,1,4,195,2
1,1,5,2,58,50,"F",2,1,1,1,1,2,4,230,1
1,1,5,2,57,24,"E",5,8,1,2,1,1,4,342,2
1,1,6,2,58,38,"Q",4,1,1,1,1,1,4,550,1
1,1,6,2,58,32,"O",6,3,1,1,3,1,4,600,1
1,1,6,2,58,16,"K",3,3,1,2,2,1,4,230,2
1,1,6,2,58,40,"P",4,2,1,1,1,1,4,600,1
1,1,6,2,58,73,"P",3,2,1,1,3,1,4,470,1
1,1,6,1,57,32,"M",6,2,1,1,4,1,5,800,1
1,1,6,2,58,32,"E",5,2,1,1,2,1,5,704,1
1,1,6,2,57,40,"P",4,2,1,1,1,1,4,500,1
1,1,6,2,58,32,"J",2,2,1,1,1,2,5,450,1
1,1,6,2,57,40,"P",4,1,1,1,2,1,4,700,1
1,1,7,2,57,32,"P",6,2,1,1,4,1,5,600,1
1,1,7,2,58,5,"P",4,2,1,1,3,1,4,596,1
1,1,7,2,57,32,"M",6,2,1,1,1,1,5,800,1
1,1,7,2,58,32,"P",6,2,1,1,4,1,4,633,1
1,1,0,2,56,20,"F",2,9,3,1,1,2,2,90,2
