"city","sex","edu","married","age","worktime","ind","size","occ","status","fulltime","union","train","paytype","income","regular"
1,2,5,2,48,56,"Q",3,4,1,1,1,1,2,150,1
1,2,5,2,48,30,"S",3,3,2,2,1,2,4,80,2
1,2,5,2,48,24,"G",1,5,3,2,1,2,2,52,2
1,2,5,2,48,12,"T",1,9,3,2,1,2,1,48,2
1,2,5,2,47,32,"N",3,3,2,1,1,1,4,170,2
1,2,5,2,47,52,"C",4,3,1,1,1,2,5,200,2
1,2,5,2,47,32,"M",3,2,1,1,1,1,5,320,1
1,2,5,2,47,36,"C",2,7,2,1,1,2,4,215,1
1,2,5,2,47,36,"I",1,4,2,1,1,2,4,200,1
1,2,5,2,47,28,"I",1,4,2,2,1,2,1,55,2
1,2,5,2,47,33,"P",4,2,2,2,2,2,4,200,2
1,2,5,2,47,32,"P",3,2,1,1,3,1,4,360,1
1,2,5,2,47,38,"L",3,3,2,1,1,2,6,290,2
1,2,5,2,48,40,"S",1,9,1,1,1,2,4,170,1
1,2,5,2,47,45,"G",1,5,3,1,1,2,2,120,2
1,2,5,2,47,0,"P",4,2,1,1,1,1,4,450,1
1,2,5,2,47,0,"P",4,2,1,1,3,1,4,200,1
1,2,5,2,48,0,"P",4,2,1,1,3,1,4,400,1
1,2,5,2,48,32,"D",6,3,1,1,4,1,4,300,1
1,2,5,2,47,32,"N",4,9,1,1,1,2,4,200,1
1,2,5,2,47,36,"C",4,3,1,1,1,1,4,300,1
1,2,5,2,48,40,"K",4,3,1,1,4,1,4,500,1
1,2,5,2,47,30,"P",2,4,2,2,1,1,4,80,2
1,2,5,2,47,24,"P",4,2,1,1,4,1,4,210,1
1,2,5,2,48,32,"N",3,3,1,1,1,1,4,200,1
1,2,5,2,48,32,"P",6,3,1,1,3,1,4,400,1
1,2,5,2,48,36,"J",1,3,2,1,1,2,4,100,1
1,2,5,2,48,35,"P",5,3,1,2,1,1,4,180,2
1,2,5,2,48,20,"M",1,3,1,2,1,1,5,200,2
1,2,5,2,47,20,"F",1,3,1,2,1,1,4,120,2
1,2,5,2,47,24,"J",4,3,1,1,1,2,5,375,2
1,2,5,2,48,32,"Q",4,3,1,1,4,2,4,400,1
1,2,5,2,48,45,"Q",4,2,1,1,3,1,4,400,1
1,2,6,2,48,24,"P",4,2,1,1,4,1,4,500,1
1,2,6,2,47,32,"P",4,2,1,1,3,1,4,450,1
1,2,6,2,48,32,"P",4,2,1,1,4,2,4,437,1
1,2,6,2,48,32,"Q",2,2,1,1,1,1,4,160,1
1,2,7,2,48,32,"P",5,2,2,2,2,1,4,250,2
1,2,2,2,47,48,"C",1,8,2,1,1,2,4,120,1
1,2,2,2,46,0,"P",2,9,2,2,1,2,1,47,2
1,2,3,2,47,22,"L",1,2,2,2,1,2,6,120,2
1,2,3,2,47,32,"C",2,3,1,1,1,1,4,170,1
1,2,3,2,47,32,"C",3,9,1,1,1,2,4,150,1
1,2,3,2,47,32,"C",4,8,1,1,1,2,2,175,1
1,2,3,2,47,32,"G",1,5,1,1,1,2,5,240,1
1,2,3,2,47,32,"G",2,3,1,1,1,2,4,160,1
1,2,3,2,47,32,"Q",2,2,1,1,1,1,4,150,1
1,2,3,2,47,32,"Q",3,2,1,1,1,1,4,200,1
1,2,3,2,47,34,"K",2,5,2,1,1,1,6,200,2
1,2,3,2,47,35,"C",4,7,2,1,1,1,2,150,1
1,2,3,2,47,36,"I",1,9,2,1,1,2,4,270,1
1,2,3,2,47,37,"G",3,5,1,1,1,2,4,250,1
1,2,3,2,47,40,"C",4,7,1,1,1,2,4,200,1
1,2,3,2,47,40,"C",5,9,1,1,1,1,4,150,1
1,2,3,2,47,40,"C",6,8,1,1,2,1,4,280,1
1,2,3,2,47,40,"G",1,5,1,1,1,1,4,188,2
1,2,3,2,46,40,"H",3,5,1,1,4,1,4,200,2
1,2,3,2,47,40,"K",4,5,2,1,1,2,4,200,1
1,2,3,2,47,40,"O",6,3,1,1,4,1,4,340,1
1,2,3,2,47,40,"Q",2,2,1,1,1,2,4,200,1
1,2,3,2,47,41,"C",3,7,1,1,1,2,4,146,1
1,2,3,2,47,42,"G",1,5,1,1,1,1,4,200,1
1,2,3,2,46,43,"O",3,3,1,1,4,1,4,300,1
1,2,3,2,47,44,"E",2,3,1,1,1,2,4,180,1
1,2,3,2,46,47,"G",3,3,1,1,1,2,4,383,1
1,2,3,2,47,48,"G",2,5,1,1,1,2,4,130,1
1,2,3,2,47,48,"N",2,5,2,1,1,2,4,220,2
1,2,3,2,47,50,"C",2,9,2,1,1,2,1,120,1
1,2,3,2,47,60,"I",1,4,2,1,1,2,4,180,1
1,2,3,2,47,9,"Q",3,3,2,2,1,2,1,27,2
1,2,3,2,46,13,"I",3,9,2,2,1,1,4,50,2
1,2,3,2,46,24,"I",3,5,2,2,1,2,4,90,2
1,2,3,2,47,30,"Q",3,4,2,2,1,1,6,100,2
1,2,3,2,46,35,"O",6,3,2,2,2,1,4,170,2
1,2,3,2,47,32,"C",3,3,1,1,1,2,4,85,1
1,2,3,2,46,32,"K",2,3,1,1,1,1,4,350,1
1,2,3,2,46,32,"K",3,3,1,1,4,1,4,350,1
1,2,3,2,46,32,"K",3,5,2,1,1,1,6,250,2
1,2,3,2,47,32,"K",4,3,1,1,3,1,4,576,1
1,2,3,2,47,32,"Q",2,4,1,1,1,1,4,180,1
1,2,3,2,47,36,"I",2,4,1,1,1,2,4,230,1
1,2,3,2,46,36,"K",3,3,1,1,4,1,4,670,1
1,2,3,2,47,36,"R",3,9,1,1,2,1,4,220,1
1,2,3,2,47,40,"C",3,8,1,1,1,2,5,160,1
1,2,3,2,47,40,"C",3,9,1,1,1,2,1,240,1
1,2,3,2,47,40,"C",4,8,1,1,1,2,4,130,1
1,2,3,2,47,40,"C",4,9,1,1,1,2,4,160,1
1,2,3,2,46,40,"E",2,3,1,1,2,1,4,180,1
1,2,3,2,47,40,"G",2,5,1,1,1,2,4,180,1
1,2,3,2,47,40,"G",3,3,1,1,1,2,5,230,1
1,2,3,2,47,40,"H",4,9,1,1,1,2,4,180,1
1,2,3,2,46,40,"K",4,5,2,1,1,1,6,400,2
1,2,3,2,47,40,"K",4,5,2,1,1,1,6,200,2
1,2,3,2,47,40,"N",3,5,1,1,1,1,5,165,2
1,2,3,2,47,40,"N",3,8,2,1,1,2,1,160,2
1,2,3,2,47,40,"O",3,3,1,1,4,1,4,230,1
1,2,3,2,47,40,"Q",3,2,1,1,1,1,4,156,1
1,2,3,2,47,40,"Q",4,2,1,1,1,1,4,170,1
1,2,3,2,46,40,"S",1,3,1,1,1,2,4,230,1
1,2,3,2,47,40,"S",2,2,1,1,1,2,4,170,1
1,2,3,2,47,43,"G",2,3,2,1,1,2,4,180,1
1,2,3,2,46,45,"C",4,5,1,1,3,1,4,143,1
1,2,3,2,47,45,"I",2,9,1,1,1,1,4,140,1
1,2,3,2,47,48,"G",1,5,2,1,1,2,4,150,1
1,2,3,2,47,48,"Q",5,4,1,1,1,2,4,150,1
1,2,3,2,47,54,"I",3,4,1,1,1,2,4,220,1
1,2,3,2,46,60,"C",1,8,3,1,1,2,6,140,2
1,2,3,2,47,9,"C",1,3,1,2,1,2,4,240,2
1,2,3,2,47,20,"K",5,3,2,2,1,1,4,80,2
1,2,3,2,47,24,"I",2,4,2,2,1,2,1,80,2
1,2,3,2,47,25,"I",1,4,2,2,1,2,1,80,2
1,2,3,2,47,25,"P",3,3,1,2,3,1,4,262,2
1,2,3,2,46,30,"C",3,3,1,2,1,1,5,600,2
1,2,3,2,47,4,"I",1,9,3,2,1,2,6,16,2
1,2,3,2,47,56,"T",1,9,3,2,1,2,2,40,2
1,2,3,2,47,0,"P",3,4,1,1,4,1,4,400,1
1,2,4,2,46,52,"M",2,3,1,1,1,2,4,250,1
1,2,4,2,46,32,"Q",3,2,1,1,1,1,4,390,2
1,2,4,2,47,40,"Q",5,2,1,1,1,1,5,170,2
1,2,4,2,47,40,"Q",6,2,1,1,4,1,4,400,1
1,2,4,2,47,45,"Q",2,2,1,2,1,1,1,200,2
1,2,4,2,47,40,"M",6,2,1,1,4,1,5,320,1
1,2,4,2,46,50,"L",3,3,1,1,1,2,4,190,1
1,2,4,2,46,48,"Q",4,2,1,1,1,1,5,150,1
1,2,4,2,46,13,"P",4,4,2,2,2,1,4,91,2
1,2,4,2,47,15,"P",4,2,1,2,1,2,4,75,2
1,2,4,2,47,18,"Q",3,4,1,2,1,2,4,78,2
1,2,4,2,47,28,"P",2,2,1,2,1,2,4,180,2
1,2,4,2,47,32,"P",5,4,1,1,4,1,4,250,1
1,2,4,2,47,38,"G",1,5,2,1,1,2,4,240,2
1,2,4,2,47,40,"M",2,3,1,1,1,1,4,200,1
1,2,4,2,46,30,"G",1,3,2,2,1,2,4,200,2
1,2,4,2,47,32,"F",5,3,2,1,2,1,6,350,2
1,2,4,2,46,36,"Q",1,2,1,1,1,2,4,195,1
1,2,4,2,47,38,"K",4,3,1,1,4,1,4,380,1
1,2,4,2,46,38,"Q",5,2,1,1,4,1,5,284,1
1,2,4,2,46,40,"B",3,3,1,1,1,2,4,160,1
1,2,4,2,47,42,"Q",2,2,1,1,1,2,4,260,1
1,2,4,2,46,55,"O",4,2,1,1,1,1,4,430,1
1,2,4,2,46,28,"Q",4,2,1,2,4,1,4,240,2
1,2,5,2,47,18,"O",3,3,1,1,4,1,4,450,1
1,2,5,2,47,20,"O",6,3,1,1,4,1,4,410,1
1,2,5,2,46,32,"C",5,9,1,1,2,2,4,150,1
1,2,5,2,47,32,"G",3,3,1,1,1,2,4,350,1
1,2,5,2,47,32,"G",4,5,2,1,1,1,6,400,2
1,2,5,2,46,32,"J",4,3,1,1,1,1,5,200,2
1,2,5,2,47,32,"L",4,3,1,1,4,1,4,400,1
1,2,5,2,46,32,"M",2,3,1,1,1,2,5,410,1
1,2,5,2,47,32,"O",3,2,1,1,2,2,4,150,1
1,2,5,2,46,32,"Q",6,3,1,1,4,1,4,500,1
1,2,5,2,46,32,"S",4,3,1,1,1,1,5,750,1
1,2,5,2,47,35,"J",5,3,1,1,3,1,5,270,1
1,2,5,2,47,36,"I",2,4,1,1,1,2,4,130,1
1,2,5,2,47,36,"O",6,3,1,1,3,1,4,400,1
1,2,5,2,46,40,"C",3,3,1,1,1,1,4,200,1
1,2,5,2,46,40,"C",5,8,1,1,4,1,4,200,1
1,2,5,2,47,40,"K",3,3,1,1,4,1,4,460,1
1,2,5,2,46,40,"Q",3,2,2,1,1,2,4,200,1
1,2,5,2,47,40,"Q",3,3,1,1,1,1,4,150,2
1,2,5,2,47,48,"O",6,3,1,1,4,1,4,300,1
1,2,5,2,47,55,"J",5,3,1,1,2,1,4,440,1
1,2,5,2,47,60,"I",2,4,2,1,1,1,4,250,2
1,2,5,2,47,16,"P",1,2,2,2,1,1,4,100,2
1,2,5,2,47,30,"N",1,3,1,2,1,1,4,160,2
1,2,5,2,46,30,"Q",4,4,2,2,1,2,4,80,2
1,2,5,2,46,26,"L",1,2,2,2,1,2,6,150,2
1,2,5,2,46,34,"I",1,5,2,2,1,2,4,120,2
1,2,5,2,46,45,"K",5,5,2,1,1,1,6,600,2
1,2,5,2,47,30,"I",1,5,2,1,1,2,1,90,1
1,2,5,2,46,24,"H",1,9,2,2,1,2,1,100,2
1,2,5,2,47,32,"F",2,3,1,1,1,2,5,300,1
1,2,5,2,46,32,"Q",3,4,1,1,1,2,5,180,2
1,2,5,2,46,40,"O",6,3,1,1,4,1,4,150,1
1,2,5,2,47,50,"P",3,2,2,1,2,1,6,180,2
1,2,5,2,47,32,"J",1,1,1,1,2,1,4,430,1
1,2,5,2,47,32,"P",4,2,1,1,3,1,4,400,1
1,2,5,2,47,32,"P",4,2,1,1,4,1,4,834,1
1,2,5,2,47,32,"P",4,2,1,1,3,1,4,480,1
1,2,5,2,47,32,"Q",1,2,1,1,1,2,4,158,1
1,2,5,2,46,32,"Q",2,2,1,1,1,1,4,200,1
1,2,5,2,47,40,"P",4,2,1,1,4,1,4,510,1
1,2,5,2,47,40,"P",4,2,1,1,3,1,4,400,1
1,2,5,2,46,42,"G",2,9,2,1,1,2,4,120,2
1,2,5,2,47,25,"Q",4,2,2,2,1,1,6,300,2
1,2,5,2,47,32,"Q",3,2,1,1,1,1,4,170,1
1,2,5,2,47,28,"P",4,2,1,1,1,1,4,400,1
1,2,5,2,47,32,"P",4,2,1,1,1,1,4,350,2
1,2,5,2,46,40,"O",6,3,1,1,4,1,4,250,1
1,2,5,2,47,40,"C",6,3,1,1,4,1,4,400,1
1,2,5,2,47,44,"C",5,3,1,1,1,2,5,260,1
1,2,5,2,46,12,"C",4,8,2,2,1,2,6,35,2
1,2,5,2,47,26,"Q",4,2,1,1,4,1,4,400,1
1,2,5,2,47,32,"Q",6,2,1,1,4,1,4,500,1
1,2,5,2,46,36,"Q",6,2,1,1,4,1,5,500,1
1,2,5,2,47,40,"Q",6,2,1,1,3,1,4,270,1
1,2,6,2,46,32,"O",6,3,1,1,2,1,4,350,1
1,2,6,2,47,32,"P",4,2,1,1,4,1,4,560,1
1,2,6,2,46,40,"M",5,2,1,1,4,1,5,400,1
1,2,6,2,47,36,"N",1,3,2,1,1,1,4,80,1
1,2,6,2,47,28,"R",4,2,1,2,4,1,4,240,2
1,2,6,2,47,16,"P",4,2,1,1,4,1,4,381,1
1,2,6,2,47,32,"O",4,2,1,1,1,1,4,500,1
1,2,6,2,47,32,"P",4,2,1,1,1,1,4,400,1
1,2,6,2,47,40,"Q",3,3,1,1,1,1,4,230,1
1,2,6,2,47,0,"P",4,2,1,1,3,1,4,750,1
1,2,6,2,47,0,"P",4,2,1,1,3,1,4,420,1
1,2,6,2,46,32,"K",4,3,1,1,4,1,4,400,1
1,2,6,2,47,44,"Q",5,2,1,1,3,1,4,360,1
1,2,6,2,46,45,"Q",6,2,1,1,3,1,4,600,1
1,2,2,2,45,40,"N",4,8,1,1,1,1,4,200,2
1,2,3,2,45,13,"L",1,9,2,2,1,2,4,30,2
1,2,3,2,46,32,"N",1,3,1,1,1,1,4,196,2
1,2,3,2,46,32,"P",4,3,1,1,4,1,4,500,1
1,2,3,2,45,32,"Q",2,2,1,1,1,1,4,200,2
1,2,3,2,46,36,"C",3,8,1,1,1,1,2,160,1
1,2,3,2,46,36,"N",1,9,3,1,1,2,2,120,2
1,2,3,2,46,36,"Q",5,2,1,1,1,1,4,200,1
1,2,3,2,46,37,"Q",1,2,1,1,1,1,4,160,1
1,2,3,2,45,39,"S",2,9,3,1,1,2,1,115,2
1,2,3,2,46,40,"C",3,8,1,1,1,1,4,150,1
1,2,3,2,45,40,"C",4,7,1,1,1,1,4,220,2
1,2,3,2,45,40,"C",6,8,1,1,1,1,4,200,2
1,2,3,2,45,40,"G",5,9,1,1,3,2,4,160,1
1,2,3,2,46,40,"O",6,4,1,1,2,1,2,230,1
1,2,3,2,46,40,"P",4,9,1,1,3,1,4,190,1
1,2,3,2,46,40,"Q",1,2,1,1,1,1,4,150,1
1,2,3,2,46,42,"I",2,4,3,1,1,2,2,100,2
1,2,3,2,46,44,"K",3,5,2,1,1,1,6,200,2
1,2,3,2,46,44,"N",3,8,1,1,1,2,4,200,2
1,2,3,2,46,45,"C",3,3,1,1,1,2,4,500,1
1,2,3,2,46,50,"S",3,3,1,1,1,2,4,200,1
1,2,3,2,45,60,"I",1,4,2,1,1,2,4,210,1
1,2,3,2,45,70,"G",3,3,1,1,1,1,4,180,1
1,2,3,2,45,72,"I",1,9,1,1,1,2,4,210,1
1,2,3,2,45,22,"Q",3,4,2,2,1,1,1,84,2
1,2,3,2,45,25,"O",1,3,2,1,2,1,4,24,2
1,2,3,2,46,30,"I",1,4,2,2,1,2,4,75,2
1,2,3,2,46,31,"N",3,9,1,2,1,1,4,120,2
1,2,3,2,46,25,"M",1,9,2,2,1,2,4,50,2
1,2,3,2,46,32,"I",1,9,3,2,1,2,1,70,2
1,2,3,2,45,52,"G",3,3,1,1,1,1,4,200,1
1,2,3,2,45,16,"C",2,3,1,1,1,2,4,300,1
1,2,3,2,46,16,"N",4,3,1,1,1,1,4,200,2
1,2,3,2,46,32,"C",3,8,1,1,1,2,4,160,1
1,2,3,2,46,32,"C",4,9,2,1,2,1,2,180,2
1,2,3,2,45,32,"F",3,3,1,1,1,2,4,185,1
1,2,3,2,46,36,"C",3,8,1,1,1,2,4,170,1
1,2,3,2,45,36,"C",4,8,1,1,1,1,4,170,1
1,2,3,2,46,36,"K",3,5,2,1,1,1,6,200,2
1,2,3,2,46,36,"K",4,3,1,1,1,1,5,630,2
1,2,3,2,46,36,"Q",5,2,1,1,4,1,4,200,1
1,2,3,2,46,38,"N",1,3,1,1,1,2,4,200,1
1,2,3,2,46,40,"C",3,9,1,1,1,2,4,185,1
1,2,3,2,45,40,"C",4,8,1,1,1,2,1,150,1
1,2,3,2,46,40,"C",4,9,2,1,1,2,4,170,1
1,2,3,2,45,40,"F",2,3,1,1,1,1,4,400,1
1,2,3,2,46,40,"G",3,3,1,1,1,2,4,165,1
1,2,3,2,46,40,"G",4,5,1,1,1,2,4,150,1
1,2,3,2,46,40,"K",3,3,1,1,4,1,4,350,1
1,2,3,2,46,40,"K",3,5,2,1,2,1,6,200,2
1,2,3,2,46,40,"L",1,3,1,1,1,2,4,170,1
1,2,3,2,46,40,"N",3,5,2,1,1,2,4,185,2
1,2,3,2,45,45,"G",1,5,3,1,1,2,2,40,1
1,2,3,2,46,45,"Q",2,2,1,1,1,2,5,230,1
1,2,3,2,46,45,"Q",4,4,1,1,1,1,4,190,1
1,2,3,2,46,45,"S",3,3,1,1,1,1,4,240,1
1,2,3,2,45,48,"C",3,8,1,1,1,1,4,150,1
1,2,3,2,45,48,"G",4,5,1,1,3,1,5,200,1
1,2,3,2,46,54,"I",3,5,1,1,1,2,4,190,1
1,2,3,2,45,55,"G",1,5,2,1,1,2,4,200,1
1,2,3,2,46,60,"G",2,5,1,1,1,2,4,160,1
1,2,3,2,46,8,"L",1,3,2,2,1,2,4,150,2
1,2,3,2,46,15,"Q",3,4,2,2,1,2,1,70,2
1,2,3,2,46,20,"Q",5,2,1,2,2,1,4,100,2
1,2,3,2,45,24,"C",2,9,3,2,1,2,1,50,2
1,2,3,2,45,30,"I",1,4,2,2,1,2,4,110,2
1,2,3,2,45,32,"G",3,5,2,2,1,2,2,110,2
1,2,3,2,45,36,"G",1,5,2,1,1,2,1,90,1
1,2,3,2,45,20,"I",1,4,3,2,1,2,1,75,2
1,2,4,2,46,32,"O",6,3,1,1,4,1,4,280,1
1,2,4,2,46,32,"Q",2,3,1,1,1,1,4,169,1
1,2,4,2,46,36,"Q",1,7,1,1,1,2,4,160,1
1,2,4,2,46,38,"P",4,3,1,1,4,1,4,508,1
1,2,4,2,45,40,"G",3,3,1,1,1,1,4,170,1
1,2,4,2,46,40,"G",3,5,1,1,1,1,5,165,2
1,2,4,2,45,40,"H",3,3,1,1,1,2,4,160,1
1,2,4,2,46,40,"Q",1,2,1,1,1,2,4,250,1
1,2,4,2,46,53,"G",3,5,1,1,1,2,4,150,1
1,2,4,2,45,30,"Q",3,4,1,2,1,1,4,300,2
1,2,4,2,45,31,"Q",4,4,2,2,1,1,4,120,2
1,2,4,2,46,45,"C",2,3,1,1,1,2,4,200,1
1,2,4,2,45,45,"I",1,4,1,1,1,1,4,230,1
1,2,4,2,46,9,"P",4,2,2,2,2,1,2,100,2
1,2,4,2,45,28,"L",1,2,2,1,1,2,6,300,1
1,2,4,2,45,32,"F",3,3,2,1,1,2,4,100,1
1,2,4,2,46,32,"Q",3,2,1,1,1,1,4,280,1
1,2,4,2,46,32,"G",3,5,1,1,2,1,6,150,2
1,2,4,2,45,32,"Q",4,2,1,1,1,1,4,260,1
1,2,4,2,45,40,"O",6,4,1,1,1,1,5,190,2
1,2,4,2,45,32,"G",2,3,1,1,1,1,4,300,1
1,2,4,2,46,32,"P",2,3,2,1,1,1,4,250,2
1,2,4,2,46,36,"Q",3,2,1,1,1,1,4,190,1
1,2,4,2,46,40,"Q",3,2,1,1,1,1,4,170,1
1,2,4,2,46,40,"Q",3,4,1,1,1,2,4,170,2
1,2,4,2,45,32,"P",4,2,2,1,1,1,4,310,2
1,2,4,2,45,32,"Q",6,2,1,1,4,1,4,390,1
1,2,4,2,45,34,"Q",1,2,1,1,1,1,4,308,1
1,2,4,2,45,36,"Q",6,2,1,1,4,1,5,678,1
1,2,4,2,45,40,"K",2,5,2,1,1,1,6,300,2
1,2,4,2,46,44,"G",1,5,2,1,1,2,6,200,1
1,2,5,2,46,47,"P",3,2,1,1,1,2,4,280,1
1,2,5,2,45,10,"K",4,5,2,1,2,1,6,100,2
1,2,5,2,45,25,"P",1,2,2,1,1,1,1,140,2
1,2,5,2,46,32,"C",3,3,1,1,1,2,4,250,1
1,2,5,2,46,32,"F",1,3,1,1,1,2,4,150,1
1,2,5,2,46,32,"G",2,3,2,1,1,2,4,270,1
1,2,5,2,46,32,"K",3,3,2,1,1,1,4,110,2
1,2,5,2,45,32,"O",4,3,1,1,4,1,4,400,1
1,2,5,2,45,32,"O",6,3,1,1,4,1,4,400,1
1,2,5,2,45,38,"Q",6,3,1,1,4,1,4,350,1
1,2,5,2,46,40,"M",3,3,1,1,1,2,4,160,1
1,2,5,2,45,40,"Q",4,2,2,1,1,1,4,145,1
1,2,5,2,45,40,"S",4,3,1,1,3,1,4,250,1
1,2,5,2,45,44,"C",3,3,1,1,1,2,4,220,1
1,2,5,2,46,45,"J",4,2,1,1,1,2,4,210,1
1,2,5,2,46,49,"G",1,3,1,1,1,2,4,300,1
1,2,5,2,46,20,"Q",2,4,1,2,1,1,4,83,2
1,2,5,2,46,30,"P",1,2,1,2,1,1,4,160,2
1,2,5,2,45,15,"J",1,3,1,2,1,2,4,240,2
1,2,5,2,46,42,"G",2,5,1,2,1,1,5,150,2
1,2,5,2,45,41,"K",3,1,1,1,3,2,5,500,1
1,2,5,2,45,40,"C",2,3,1,1,1,1,2,250,1
1,2,5,2,46,32,"F",2,3,1,1,1,2,4,220,1
1,2,5,2,46,15,"P",1,2,2,2,1,2,1,70,2
1,2,5,2,46,0,"P",4,2,1,1,1,1,4,400,1
1,2,5,2,46,16,"P",3,2,1,1,3,1,4,500,1
1,2,5,2,45,32,"O",6,3,1,1,1,1,4,150,2
1,2,5,2,46,32,"P",3,2,1,1,3,1,4,423,1
1,2,5,2,45,32,"P",4,2,1,1,3,1,4,600,1
1,2,5,2,46,32,"P",5,3,1,1,3,1,5,450,1
1,2,5,2,46,36,"O",4,2,1,1,4,1,4,280,1
1,2,5,2,46,36,"Q",4,2,1,1,1,1,4,190,1
1,2,5,2,46,21,"I",2,9,2,2,2,2,2,93,2
1,2,5,2,46,27,"G",3,5,1,2,4,2,4,120,2
1,2,5,2,46,16,"Q",2,4,2,2,1,1,4,68,2
1,2,5,2,46,0,"P",4,4,1,1,4,1,2,180,1
1,2,5,2,45,32,"G",2,3,2,1,1,2,4,100,1
1,2,5,2,45,32,"J",4,3,2,1,1,1,4,160,2
1,2,5,2,45,36,"E",3,3,1,1,1,1,4,180,1
1,2,5,2,46,40,"C",4,3,1,1,1,1,4,310,1
1,2,5,2,45,40,"R",3,3,1,1,1,2,4,190,2
1,2,5,2,46,44,"Q",4,2,1,1,1,1,4,180,1
1,2,5,2,45,44,"Q",4,2,1,1,1,1,4,320,1
1,2,5,2,45,7,"S",3,4,2,2,1,2,4,250,2
1,2,5,2,45,30,"Q",4,2,1,2,1,2,4,110,2
1,2,5,2,45,30,"P",2,2,2,2,1,1,6,80,2
1,2,5,2,46,32,"J",3,3,2,1,1,2,4,160,2
1,2,5,2,45,32,"J",5,5,1,1,3,1,4,200,1
1,2,5,2,46,40,"L",2,3,1,1,1,2,4,200,1
1,2,5,2,46,40,"P",3,3,1,1,2,1,4,485,1
1,2,5,2,45,12,"P",2,9,2,2,1,1,4,30,2
1,2,5,2,46,15,"P",4,2,2,2,2,1,6,130,2
1,2,5,2,46,32,"P",4,2,1,1,3,1,4,450,1
1,2,5,2,46,35,"Q",4,2,1,1,4,1,4,850,1
1,2,5,2,46,36,"Q",3,2,1,1,1,2,4,180,1
1,2,5,2,46,45,"Q",2,2,1,1,3,1,4,250,1
1,2,5,2,45,45,"Q",2,2,1,1,1,2,4,250,1
1,2,5,2,46,0,"K",6,3,1,1,4,1,4,350,1
1,2,6,2,46,18,"K",3,3,1,1,4,1,4,525,1
1,2,6,2,45,32,"P",4,3,1,1,4,1,4,400,1
1,2,6,2,46,40,"P",4,2,2,1,2,1,2,100,2
1,2,6,2,45,35,"P",5,2,2,2,1,1,6,200,2
1,2,2,2,44,45,"C",5,8,1,1,1,1,4,350,1
1,2,3,2,45,32,"C",3,9,1,1,1,2,1,145,1
1,2,3,2,45,32,"C",4,8,1,1,1,2,4,150,1
1,2,3,2,45,32,"C",4,8,1,1,2,2,4,160,1
1,2,3,2,45,32,"G",4,5,1,1,1,2,4,150,2
1,2,3,2,45,32,"O",5,3,2,1,2,1,4,160,2
1,2,3,2,44,32,"P",4,3,1,1,4,1,4,300,1
1,2,3,2,44,32,"Q",2,2,1,1,1,1,4,206,1
1,2,3,2,45,32,"Q",2,2,1,1,1,1,4,160,1
1,2,3,2,45,36,"G",3,3,1,1,1,2,5,300,1
1,2,3,2,44,36,"G",3,5,1,1,1,1,4,150,1
1,2,3,2,45,36,"G",3,5,2,1,1,1,6,80,2
1,2,3,2,45,36,"K",4,3,1,1,3,1,4,400,1
1,2,3,2,45,36,"S",1,3,1,1,1,2,4,100,1
1,2,3,2,45,36,"S",1,9,1,1,1,2,4,400,1
1,2,3,2,45,37,"G",3,3,1,1,1,1,4,400,1
1,2,3,2,45,39,"O",3,3,1,1,4,1,4,370,1
1,2,3,2,44,40,"C",4,9,1,1,1,1,4,180,1
1,2,3,2,45,40,"C",4,9,3,1,2,2,2,180,2
1,2,3,2,45,40,"F",1,7,3,1,1,2,2,200,2
1,2,3,2,45,40,"G",2,3,1,1,1,2,4,165,1
1,2,3,2,44,40,"G",4,5,2,1,1,1,6,120,2
1,2,3,2,44,40,"K",3,3,1,1,1,1,5,200,2
1,2,3,2,44,40,"O",6,9,1,1,1,1,4,100,2
1,2,3,2,44,40,"Q",1,2,1,1,1,2,4,165,2
1,2,3,2,45,40,"Q",2,3,1,1,1,2,4,185,1
1,2,3,2,45,40,"Q",3,2,1,1,1,1,5,160,2
1,2,3,2,45,40,"Q",3,4,2,1,1,1,4,142,2
1,2,3,2,44,40,"Q",4,2,1,1,1,1,4,180,1
1,2,3,2,45,42,"C",4,8,1,1,1,1,4,130,2
1,2,3,2,45,45,"Q",2,2,1,1,1,1,4,200,1
1,2,3,2,45,48,"G",3,3,1,1,1,1,4,180,1
1,2,3,2,45,48,"Q",5,2,1,1,1,1,4,220,1
1,2,3,2,45,50,"C",1,9,1,1,1,2,4,200,1
1,2,3,2,44,54,"G",1,5,2,1,2,2,4,180,1
1,2,3,2,44,60,"N",1,4,2,1,1,2,2,200,1
1,2,3,2,45,62,"G",1,5,1,1,1,2,4,220,1
1,2,3,2,45,12,"L",1,3,2,2,1,2,4,40,2
1,2,3,2,45,20,"C",2,7,3,2,1,2,1,75,2
1,2,3,2,44,21,"I",4,9,3,2,1,2,2,110,2
1,2,3,2,45,24,"P",4,9,2,2,1,2,4,70,2
1,2,3,2,45,25,"P",3,4,1,2,1,2,4,135,2
1,2,3,2,44,24,"F",2,9,3,2,1,2,2,100,2
1,2,3,2,45,0,"S",1,4,2,1,1,1,4,161,1
1,2,3,2,45,0,"I",1,9,2,2,1,2,4,100,2
1,2,3,2,45,30,"K",3,5,2,1,1,1,6,300,2
1,2,3,2,44,32,"C",4,8,1,1,1,1,1,170,2
1,2,3,2,44,32,"F",3,3,1,1,1,2,4,150,1
